training_exp,epoch,lr,Loss_Epoch,Time_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,255.0418,0.6800,3.3202,-0.0392
0,1,0.002,182.0554,0.6128,3.7369,0.2214
0,2,0.002,157.7224,0.6616,3.5453,0.3252
0,3,0.002,142.8712,0.5208,3.5012,0.4051
0,4,0.002,130.7049,0.6147,2.8576,0.4609
0,5,0.002,120.6193,0.6281,2.5885,0.5067
0,6,0.002,112.6664,0.4576,2.2732,0.5395
0,7,0.002,105.9143,0.4772,2.1047,0.5670
0,8,0.002,99.8464,0.6008,1.9838,0.5937
0,9,0.002,95.6657,0.6611,1.9266,0.6094
0,10,0.002,90.8040,0.4939,1.7936,0.6299
0,11,0.002,87.2294,0.4601,1.7803,0.6447
0,12,0.002,83.3995,0.5902,1.7188,0.6614
0,13,0.002,79.3595,0.6697,1.6134,0.6768
0,14,0.002,76.0198,0.5059,1.5873,0.6911
0,15,0.002,73.7102,0.5039,1.5324,0.7003
0,16,0.002,70.5680,0.6237,1.4508,0.7133
0,17,0.002,68.9045,0.6182,1.4680,0.7196
0,18,0.002,65.2497,0.5335,1.3916,0.7329
0,19,0.002,64.0966,0.5285,1.3595,0.7383
0,20,0.002,62.3701,0.6895,1.3222,0.7432
0,21,0.002,61.1109,0.6301,1.2976,0.7476
0,22,0.002,59.3639,0.4966,1.2629,0.7566
0,23,0.002,58.0630,0.4997,1.2297,0.7599
0,24,0.002,56.8822,0.6626,1.2089,0.7651
0,25,0.002,56.0848,0.6438,1.2050,0.7685
0,26,0.002,54.8888,0.5207,1.1624,0.7730
0,27,0.002,53.8058,0.5185,1.1758,0.7768
0,28,0.002,52.8055,0.6472,1.1454,0.7808
0,29,0.002,52.4032,0.6815,1.1491,0.7827
0,30,0.002,51.4759,0.5461,1.1300,0.7851
0,31,0.002,50.4997,0.5159,1.0991,0.7881
0,32,0.002,50.1594,0.6853,1.1187,0.7903
0,33,0.002,48.6940,0.7048,1.0771,0.7942
0,34,0.002,48.5986,0.5461,1.0730,0.7967
0,35,0.002,47.5580,0.5450,1.0685,0.8004
0,36,0.002,47.5344,0.6673,1.0730,0.8004
0,37,0.002,46.7525,0.6432,1.0473,0.8032
0,38,0.002,46.4780,0.5450,1.0247,0.8034
0,39,0.002,45.9492,0.5130,1.0612,0.8065
0,40,0.002,44.9940,0.6412,1.0206,0.8100
0,41,0.002,44.4649,0.6903,1.0071,0.8116
