training_exp,epoch,Loss_Epoch,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,325.0508,0.0,4.1363,0.3307
0,1,201.8739,0.0,2.0920,-0.8050
0,2,167.1074,0.0,1.2923,-0.1467
0,3,157.5846,0.0,2.2954,0.5337
0,4,144.3674,0.0,1.1678,0.6906
0,5,123.2384,0.0,1.6331,0.5041
0,6,112.0727,0.0,1.2650,0.7397
0,7,108.0884,0.0,1.3851,0.5870
0,8,105.3245,0.0,1.1596,0.7741
0,9,103.7766,0.0,1.2775,0.7328
0,10,97.5056,0.0,1.3036,0.7803
0,11,92.8094,0.0,1.1449,0.7872
0,12,95.9501,0.0,1.0508,0.8004
0,13,91.2229,0.0,1.2605,-0.6216
0,14,110.6909,0.0,1.2835,0.7515
0,15,100.9544,0.0,1.2441,0.7624
0,16,87.5978,0.0,1.2955,0.7989
0,17,87.1176,0.0,1.1597,0.8035
0,18,93.2211,0.0,1.4107,0.7622
0,19,92.7068,0.0,1.2767,0.7494
0,20,86.6284,0.0,1.0642,0.8032
0,21,105.1607,0.0,1.3168,-1.2221
0,22,101.4365,0.0,1.5090,0.5072
0,23,99.9271,0.0,1.1278,0.7916
0,24,87.4814,0.0,1.8224,0.7391
0,25,101.4069,0.0,1.0886,0.7498
0,26,90.8463,0.0,1.6750,0.7810
0,27,81.6407,0.0,1.0551,0.8128
0,28,78.5906,0.0,1.7120,0.8009
0,29,76.1044,0.0,1.3548,0.8272
0,30,76.8476,0.0,1.1758,0.8145
0,31,85.2264,0.0,1.1706,0.7992
0,32,74.3050,0.0,1.1628,0.7623
0,33,78.2747,0.0,1.9494,0.8020
0,34,71.4033,0.0,1.0057,0.8242
0,35,72.8355,0.0,1.1152,0.8258
0,36,80.9622,0.0,1.3247,0.7051
0,37,135.8865,0.0,1.1190,0.7086
0,38,90.3772,0.0,1.1860,0.7983
0,39,84.4139,0.0,1.2211,0.7720
0,40,78.0656,0.0,0.9511,0.8298
0,41,81.8842,0.0,1.2184,0.8098
0,42,90.4573,0.0,1.3569,0.4368
0,43,74.1634,0.0,0.9570,0.7503
0,44,71.3445,0.0,1.2978,0.8482
0,45,71.1611,0.0,1.1485,0.8497
0,46,71.4790,0.0,1.1948,0.8031
0,47,79.7006,0.0,1.0447,0.7866
0,48,88.8185,0.0,1.1716,0.7963
0,49,82.3584,0.0,1.1204,0.8253
0,50,82.4689,0.0,1.2339,0.8110
0,51,94.0978,0.0,1.3415,0.8023
0,52,99.1610,0.0,1.3911,0.7729
0,53,91.3608,0.0,1.3453,0.8005
0,54,81.4731,0.0,1.2790,0.3948
0,55,87.0803,0.0,1.3326,0.8140
0,56,79.7775,0.0,1.1146,0.8217
0,57,85.9840,0.0,1.1504,0.8221
0,58,72.6373,0.0,1.2168,0.7801
0,59,74.7792,0.0,1.1796,0.7675
0,60,67.9895,0.0,1.3234,0.7931
0,61,69.9041,0.0,1.2379,0.8317
0,62,69.2555,0.0,1.1918,0.8580
0,63,66.6478,0.0,1.0308,0.6123
0,64,72.7114,0.0,1.1324,0.7951
0,65,65.5782,0.0,1.2031,0.8614
0,66,64.9041,0.0,1.1674,0.8586
0,67,78.5794,0.0,1.3292,0.8162
0,68,87.9877,0.0,1.0854,0.8106
0,69,71.5563,0.0,1.1246,0.8333
0,70,89.8706,0.0,1.2669,0.7774
0,71,82.7926,0.0,1.3765,0.8146
0,72,78.7995,0.0,1.1694,0.8322
0,73,82.8171,0.0,1.1352,0.7857
0,74,78.9227,0.0,1.2190,0.7709
0,75,75.7087,0.0,1.1317,0.8434
0,76,71.5986,0.0,1.2667,0.8225
0,77,65.5755,0.0,1.2917,0.8486
0,78,67.7361,0.0,1.1195,0.8603
0,79,70.6049,0.0,1.2594,0.8410
0,80,64.0907,0.0,1.8467,0.7779
0,81,69.6838,0.0,1.3063,0.8050
0,82,68.8550,0.0,1.0272,0.8539
0,83,69.3588,0.0,1.2162,-0.9096
0,84,66.3144,0.0,1.1207,0.8637
0,85,67.2767,0.0,1.2083,0.8399
0,86,73.5951,0.0,1.1619,0.8435
0,87,72.3548,0.0,1.0722,0.8140
0,88,75.0025,0.0,1.1100,0.8434
0,89,75.6875,0.0,1.2402,0.8233
0,90,65.6752,0.0,1.1240,0.8417
0,91,65.4422,0.0,1.1366,0.8581
0,92,63.4403,0.0,1.2245,0.3688
0,93,64.4841,0.0,1.2357,0.8317
0,94,69.3495,0.0,1.1943,0.8426
0,95,71.7027,0.0,1.1491,0.8503
0,96,69.4476,0.0,1.1236,0.8352
0,97,64.7744,0.0,1.1327,0.8653
0,98,64.4872,0.0,1.2220,0.8498
0,99,65.5712,0.0,1.2100,0.8294
0,100,64.4455,0.0,1.1336,0.8094
0,101,64.7567,0.0,1.4654,0.8304
0,102,60.6004,0.0,1.1867,0.8216
0,103,58.8053,0.0,1.6079,0.8750
0,104,60.4437,0.0,1.1207,0.8748
0,105,64.0338,0.0,1.1982,0.8497
0,106,64.7524,0.0,1.1494,0.8444
0,107,61.4380,0.0,1.2052,0.8583
0,108,61.3571,0.0,1.1326,0.8178
0,109,59.0091,0.0,1.1736,0.8424
0,110,61.7898,0.0,1.2102,0.8633
0,111,61.0592,0.0,1.1769,0.8730
0,112,66.2671,0.0,1.2930,0.8623
0,113,58.9270,0.0,1.1228,0.8386
0,114,62.7089,0.0,1.1440,0.8679
0,115,57.3325,0.0,1.1468,0.8675
0,116,60.7623,0.0,1.1679,0.8702
0,117,60.0253,0.0,1.3915,0.4661
0,118,60.8180,0.0,1.5014,0.8682
0,119,59.0654,0.0,1.1433,0.8281
0,120,60.7843,0.0,1.1881,0.7334
0,121,60.9163,0.0,1.2201,0.8541
0,122,59.7126,0.0,1.2353,0.8030
0,123,59.4433,0.0,1.1891,0.8654
0,124,59.3583,0.0,1.2667,0.8585
0,125,59.8369,0.0,1.2050,0.8665
0,126,62.1534,0.0,1.1514,0.8673
0,127,61.3580,0.0,1.5704,0.8535
0,128,62.4151,0.0,1.1805,0.8553
0,129,60.2049,0.0,1.2637,0.8333
0,130,60.8978,0.0,1.2407,0.8723
0,131,57.1470,0.0,1.1645,0.8210
0,132,59.4833,0.0,1.1866,0.8761
0,133,59.6066,0.0,1.2237,0.8626
0,134,59.7000,0.0,1.2500,0.8198
0,135,61.4358,0.0,1.2561,0.8135
0,136,57.6340,0.0,1.2246,0.8788
0,137,59.9602,0.0,1.2423,0.8678
0,138,61.6578,0.0,1.7573,0.8469
0,139,60.7190,0.0,1.1867,0.8638
0,140,62.0903,0.0,1.2738,0.8100
0,141,61.7856,0.0,1.1992,0.8701
1,0,92.3166,0.0,1.8035,0.7563
1,1,72.0096,0.0,1.7896,0.8077
1,2,68.9330,0.0,1.8389,0.8117
1,3,68.2849,0.0,1.7936,0.8215
1,4,65.8828,0.0,1.7956,0.8265
1,5,63.4396,0.0,1.8442,0.8327
1,6,63.4877,0.0,1.9705,0.8348
1,7,62.8867,0.0,1.8593,0.8330
1,8,61.9482,0.0,1.7909,0.8369
1,9,66.3569,0.0,1.8801,0.8260
1,10,61.5090,0.0,1.8752,0.8127
1,11,60.2364,0.0,1.9208,0.8387
1,12,61.6039,0.0,1.8706,0.8387
1,13,58.8875,0.0,1.9693,0.8466
1,14,56.9724,0.0,1.9362,0.8500
1,15,55.9180,0.0,2.0831,0.8537
1,16,58.1735,0.0,1.9562,0.8483
1,17,56.9809,0.0,1.9867,0.8400
1,18,59.4957,0.0,1.9492,0.8355
1,19,56.8638,0.0,2.0455,0.8521
1,20,55.5521,0.0,1.9409,0.8557
1,21,55.5738,0.0,2.0759,0.8534
1,22,55.5261,0.0,2.1012,0.8503
1,23,56.2728,0.0,2.0512,0.8526
1,24,56.5497,0.0,2.0806,0.8536
1,25,56.0858,0.0,2.2148,0.8500
1,26,52.8956,0.0,2.0392,0.8535
1,27,55.0179,0.0,2.0935,0.8567
1,28,53.6450,0.0,2.1248,0.8594
1,29,54.2993,0.0,2.2659,0.8616
1,30,53.5951,0.0,2.1551,0.8558
1,31,56.2676,0.0,2.1509,0.8555
1,32,53.5243,0.0,2.1996,0.8593
1,33,53.2624,0.0,2.1260,0.8560
1,34,51.0565,0.0,2.3559,0.8670
1,35,50.8902,0.0,2.1595,0.8694
1,36,52.5598,0.0,2.2166,0.8611
1,37,51.2586,0.0,2.1984,0.8643
1,38,51.8275,0.0,2.2025,0.8631
1,39,50.6502,0.0,2.2062,0.8662
