training_exp,epoch,Loss_Epoch,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,300.5854,0.0,4.0071,0.3017
0,1,195.5468,0.0,1.9175,0.5738
0,2,163.6911,0.0,1.3848,0.5100
0,3,142.9730,0.0,1.6452,0.6767
0,4,130.0081,0.0,1.3236,0.6397
0,5,118.7172,0.0,1.5949,0.7361
0,6,119.3649,0.0,1.3788,0.6924
0,7,119.7510,0.0,1.5775,0.6670
0,8,108.7169,0.0,1.3606,0.7467
0,9,108.6975,0.0,1.0741,0.7509
0,10,96.1423,0.0,1.3703,0.8000
0,11,92.4408,0.0,1.1831,0.7399
0,12,89.9210,0.0,1.2173,0.7940
0,13,95.9999,0.0,1.5273,-4.9802
0,14,95.3779,0.0,1.2452,0.7999
0,15,89.9923,0.0,1.9168,0.6504
0,16,82.7023,0.0,1.0170,0.8077
0,17,84.6052,0.0,1.4638,0.8123
0,18,87.8837,0.0,1.0169,0.7673
0,19,91.3507,0.0,1.1446,0.8121
0,20,83.8346,0.0,1.2938,0.8052
0,21,84.7948,0.0,1.1130,0.7960
0,22,83.6945,0.0,1.1797,0.8219
0,23,89.9242,0.0,1.2125,0.7981
0,24,95.3254,0.0,1.2242,0.7740
0,25,85.6658,0.0,1.2596,0.7899
0,26,86.2236,0.0,1.0961,0.8190
0,27,91.5803,0.0,1.5507,0.8022
0,28,89.1176,0.0,0.9239,0.5048
0,29,83.0551,0.0,1.1389,0.8269
0,30,80.2961,0.0,1.2054,0.8077
0,31,83.7743,0.0,0.9718,0.8248
0,32,81.0769,0.0,1.2696,0.8228
0,33,79.7253,0.0,1.0718,0.6647
0,34,78.5292,0.0,1.2887,0.7990
0,35,77.3380,0.0,1.2431,0.8337
0,36,80.3647,0.0,1.3521,0.8287
0,37,89.4828,0.0,1.1617,0.7667
0,38,82.3657,0.0,1.1873,0.8181
0,39,85.5137,0.0,1.4089,0.8148
0,40,75.7188,0.0,1.1673,0.7971
0,41,71.4116,0.0,1.1859,0.8393
0,42,70.7839,0.0,1.1142,0.7714
0,43,76.8990,0.0,1.0490,0.8294
0,44,73.6183,0.0,1.0704,0.7985
0,45,74.6345,0.0,1.0560,0.6747
0,46,74.3918,0.0,1.2495,0.8350
0,47,70.0603,0.0,1.4160,0.3449
0,48,69.8938,0.0,0.9888,0.8558
0,49,69.1855,0.0,0.9914,0.8401
0,50,67.7613,0.0,1.0328,0.8590
0,51,67.9997,0.0,1.1894,0.6547
0,52,73.1846,0.0,1.1306,0.7797
0,53,73.2520,0.0,1.2193,0.8369
0,54,70.5865,0.0,1.1063,0.8099
0,55,74.8741,0.0,1.0554,0.6600
0,56,66.8845,0.0,1.2032,0.7974
0,57,64.7035,0.0,1.0745,0.8548
0,58,67.0999,0.0,1.1007,0.8529
0,59,71.6989,0.0,1.0558,0.8474
0,60,68.8516,0.0,1.0961,0.8587
0,61,65.6157,0.0,1.0630,0.8603
0,62,64.5644,0.0,1.0388,0.8508
0,63,64.1404,0.0,1.1741,0.8351
0,64,67.8754,0.0,1.2816,0.7861
0,65,66.4090,0.0,1.0925,0.6365
0,66,62.0977,0.0,1.0338,0.8494
0,67,63.9244,0.0,1.1198,0.8634
0,68,65.1754,0.0,1.0693,0.8412
0,69,61.8336,0.0,1.1026,0.8411
0,70,64.4173,0.0,1.3076,0.8459
0,71,64.2737,0.0,1.1540,0.8038
0,72,64.9306,0.0,1.1555,0.8646
