training_exp,epoch,lr,Loss_Epoch,Time_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,253.2764,1.0784,3.2776,-0.0358
0,1,0.002,180.5327,0.5892,3.7569,0.2297
0,2,0.002,156.3301,0.5231,3.5721,0.3373
0,3,0.002,141.6637,0.3800,3.4367,0.4089
0,4,0.002,129.6286,0.5407,2.8537,0.4642
0,5,0.002,119.8226,0.6116,2.5085,0.5095
0,6,0.002,111.0773,0.3820,2.2151,0.5483
0,7,0.002,104.4025,0.4358,2.1222,0.5731
0,8,0.002,100.1799,0.5654,1.9865,0.5907
0,9,0.002,95.2311,0.5879,1.9093,0.6109
0,10,0.002,90.1767,0.4032,1.8445,0.6317
0,11,0.002,85.8607,0.4258,1.7330,0.6495
0,12,0.002,82.6871,0.5548,1.6820,0.6630
0,13,0.002,79.0050,0.5827,1.6150,0.6781
0,14,0.002,76.1944,0.4527,1.6123,0.6898
0,15,0.002,72.6361,0.4956,1.5232,0.7041
0,16,0.002,69.8541,0.7178,1.4748,0.7158
0,17,0.002,67.0708,0.9107,1.4378,0.7272
0,18,0.002,65.3261,0.5281,1.3647,0.7337
0,19,0.002,63.2644,0.4740,1.3368,0.7408
0,20,0.002,61.3893,0.6162,1.2997,0.7476
0,21,0.002,60.7999,0.6229,1.3131,0.7480
0,22,0.002,58.9594,0.5036,1.2077,0.7584
0,23,0.002,58.0779,0.4660,1.2218,0.7605
0,24,0.002,56.8413,0.6681,1.2134,0.7649
0,25,0.002,55.2512,0.8448,1.1898,0.7706
0,26,0.002,54.1653,0.6428,1.1625,0.7756
0,27,0.002,53.2844,0.5467,1.1845,0.7781
0,28,0.002,52.0942,0.8100,1.1576,0.7814
0,29,0.002,51.5466,0.6805,1.1382,0.7842
0,30,0.002,50.7538,0.4671,1.1406,0.7885
0,31,0.002,50.0532,0.4410,1.1066,0.7905
0,32,0.002,49.8025,0.6451,1.1057,0.7909
0,33,0.002,48.1792,0.5573,1.0801,0.7981
0,34,0.002,48.7524,0.4063,1.0579,0.7955
0,35,0.002,47.0476,0.4700,1.0667,0.8026
0,36,0.002,46.8001,0.5580,1.0861,0.8035
0,37,0.002,46.6939,0.5742,1.0217,0.8027
0,38,0.002,46.4480,0.4153,1.0327,0.8050
0,39,0.002,46.0693,0.4475,1.0139,0.8053
0,40,0.002,44.8458,0.5923,1.0089,0.8110
0,41,0.002,44.0486,0.5604,1.0209,0.8148
0,42,0.002,44.1814,0.4350,1.0228,0.8139
0,43,0.002,43.8067,0.4415,0.9955,0.8140
0,44,0.002,44.2273,0.6138,1.0455,0.8127
0,45,0.002,42.9416,0.5984,0.9962,0.8189
0,46,0.002,42.5278,0.4385,0.9816,0.8198
0,47,0.002,41.5699,0.4329,0.9759,0.8223
0,48,0.002,42.0523,0.5807,0.9678,0.8210
0,49,0.002,41.5737,0.5494,0.9627,0.8244
0,50,0.002,41.3866,0.4595,0.9459,0.8242
