eval_exp,training_exp,Loss_Exp,RelativeDistance_Exp,R2Score_Exp,Forgetting_Exp,BWT_Exp
0.0,0.0,0.8481496,0.010464753,0.004463872,0.0,0.0
0.0,0.0,1.7125828,0.028772393,0.0070687584,0.0,0.0
0.0,0.0,1.349856,0.020132981,0.0060047437,0.0,0.0
0.0,0.0,1.3229412,0.040803887,0.006377061,0.0,0.0
0.0,0.0,2.234785,0.039801225,0.01006565,0.0,0.0
0.0,0.0,2.2431586,0.031100197,0.006951266,0.0,0.0
0.0,0.0,1.9871494,0.05311843,0.006708556,0.0,0.0
0.0,0.0,1.761381,0.049769774,0.0061943494,0.0,0.0
0.0,0.0,4.2277594,0.024587648,0.011831522,0.0,0.0
0.0,0.0,1.9252751,0.055380937,0.0054938016,0.0,0.0
0.0,0.0,0.33941007,0.018250722,0.001226219,0.004779121,0.004779121
0.0,0.0,0.78650415,0.043273073,0.0027925873,0.0,0.0
0.0,0.0,0.85229367,0.045527566,0.003270601,0.0,0.0
0.0,0.0,1.0112123,0.082259394,0.0038219555,0.0,0.0
0.0,0.0,1.646441,0.06362159,0.0056289476,0.0,0.0
0.0,0.0,1.3084494,0.041242413,0.0042226873,0.0,0.0
0.0,0.0,1.1050072,0.064182624,0.0038314469,0.0,0.0
0.0,0.0,1.1240288,0.07316234,0.004344543,0.0,0.0
0.0,0.0,1.7912788,0.053447638,0.0053356066,0.0,0.0
0.0,0.0,1.3284111,0.06713217,0.005249979,0.0,0.0
0.0,0.0,0.6465871,0.016653234,0.0029865254,0.005145614,0.005145614
0.0,0.0,1.0455678,0.027689433,0.005074925,0.0056193722,0.0056193722
0.0,0.0,1.1295811,0.037492864,0.0049823187,0.0,0.0
0.0,0.0,1.9664524,0.07894909,0.008289203,0.0,0.0
0.0,0.0,2.269683,0.062003493,0.008946782,0.0,0.0
0.0,0.0,2.1264668,0.052518886,0.0074336915,0.0,0.0
0.0,0.0,1.9210721,0.07990339,0.0074092494,0.0,0.0
0.0,0.0,1.7261248,0.08189905,0.006290855,0.0,0.0
