training_exp,epoch,Loss_Epoch,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,313.2997,0.0,4.1967,0.3394
0,1,200.5350,0.0,1.8921,0.5616
0,2,175.4529,0.0,1.3307,0.5812
0,3,156.9404,0.0,1.6932,0.6237
0,4,133.6499,0.0,1.5385,0.6051
0,5,122.7064,0.0,1.3887,0.6937
0,6,120.7407,0.0,1.4911,0.7247
0,7,119.3352,0.0,1.3018,0.7305
0,8,127.1323,0.0,1.3394,0.7365
0,9,116.9471,0.0,1.0304,0.7294
0,10,104.3625,0.0,1.4678,0.7134
0,11,115.3729,0.0,1.2167,0.7399
0,12,104.0727,0.0,1.4039,0.7643
0,13,96.9648,0.0,1.1925,0.3414
0,14,96.9409,0.0,1.2712,0.7973
0,15,87.3844,0.0,1.2941,0.7306
0,16,89.6615,0.0,1.5469,0.8105
0,17,84.0877,0.0,1.1834,0.8152
0,18,86.6336,0.0,1.1543,-0.0438
0,19,101.8113,0.0,1.6417,0.7905
0,20,85.0699,0.0,1.1787,0.7287
0,21,83.5817,0.0,1.1151,0.8259
0,22,87.9060,0.0,1.2019,0.6173
0,23,88.6843,0.0,1.3320,0.7280
0,24,80.4881,0.0,1.2688,0.8306
0,25,79.1677,0.0,1.0790,0.8291
0,26,82.9788,0.0,1.3686,0.8236
0,27,81.5728,0.0,1.1329,0.8131
0,28,82.2961,0.0,1.0618,0.8255
0,29,77.9853,0.0,1.3145,0.8393
0,30,81.2810,0.0,1.0375,0.7727
0,31,77.3326,0.0,1.3300,0.8352
0,32,75.7934,0.0,1.0754,0.8325
0,33,74.1823,0.0,1.1934,0.8009
0,34,72.1006,0.0,0.9833,0.8479
0,35,76.6021,0.0,1.4812,0.8331
0,36,74.6113,0.0,0.9455,0.8418
0,37,81.7408,0.0,1.0871,0.8293
0,38,104.5143,0.0,1.1013,0.7635
0,39,86.8291,0.0,1.4582,0.8204
0,40,71.7658,0.0,1.2364,0.8359
0,41,71.4810,0.0,1.1978,0.7120
0,42,88.0969,0.0,0.9694,0.8160
0,43,88.0544,0.0,1.5425,0.7154
0,44,78.9578,0.0,1.0857,0.7973
0,45,77.6136,0.0,1.3909,0.8387
0,46,77.0216,0.0,1.0633,0.8153
0,47,76.7446,0.0,1.1939,0.8143
0,48,87.0294,0.0,1.1477,0.7935
0,49,77.7396,0.0,1.4344,0.7862
0,50,73.2463,0.0,1.0764,0.8171
0,51,72.6041,0.0,1.1852,0.8125
0,52,76.9776,0.0,1.0777,0.8385
0,53,76.0982,0.0,1.3129,0.8330
