training_exp,epoch,lr,Loss_Epoch,Time_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,255.6000,0.7408,3.3032,-0.0455
0,1,0.002,183.8886,0.5390,3.6527,0.2204
0,2,0.002,159.6998,0.5885,3.4785,0.3251
0,3,0.002,144.3551,0.4248,3.5126,0.4003
0,4,0.002,131.0929,0.4120,2.9026,0.4591
0,5,0.002,120.1730,0.6339,2.5092,0.5060
0,6,0.002,111.8559,0.5550,2.2318,0.5413
0,7,0.002,104.7298,0.4260,2.0919,0.5727
0,8,0.002,99.5864,0.4396,1.9331,0.5939
0,9,0.002,94.9027,0.5316,1.8639,0.6129
0,10,0.002,89.4910,0.6494,1.7736,0.6367
0,11,0.002,84.9214,0.4853,1.7161,0.6541
0,12,0.002,81.4001,0.4081,1.6100,0.6700
0,13,0.002,78.1843,0.5145,1.5848,0.6811
0,14,0.002,75.4260,0.5348,1.5633,0.6944
0,15,0.002,72.5309,0.4724,1.5025,0.7066
0,16,0.002,70.5671,0.4345,1.4699,0.7124
0,17,0.002,67.5257,0.5678,1.4242,0.7240
0,18,0.002,65.0679,0.5263,1.3438,0.7347
0,19,0.002,64.1210,0.4048,1.3681,0.7372
0,20,0.002,61.9519,0.4518,1.3220,0.7472
0,21,0.002,60.5024,0.5811,1.2638,0.7502
0,22,0.002,58.3146,0.5635,1.2716,0.7590
0,23,0.002,57.0531,0.4591,1.2246,0.7654
0,24,0.002,57.2733,0.4256,1.2024,0.7608
0,25,0.002,56.1197,0.5944,1.1889,0.7672
0,26,0.002,54.2225,0.5661,1.2104,0.7761
0,27,0.002,53.7725,0.3990,1.1730,0.7769
0,28,0.002,53.0237,0.3788,1.1759,0.7798
0,29,0.002,52.5344,0.5506,1.1677,0.7814
0,30,0.002,51.2431,0.5803,1.1450,0.7869
0,31,0.002,50.1197,0.4160,1.1161,0.7909
0,32,0.002,48.9927,0.3928,1.1111,0.7957
0,33,0.002,48.8397,0.5074,1.0924,0.7947
0,34,0.002,48.2298,0.5774,1.0681,0.7988
0,35,0.002,47.6283,0.4304,1.0713,0.8000
0,36,0.002,47.7666,0.4617,1.0394,0.7991
0,37,0.002,46.4619,0.6084,1.0582,0.8046
0,38,0.002,46.1065,0.6247,1.0561,0.8070
0,39,0.002,46.0423,0.4867,1.0438,0.8054
0,40,0.002,45.7672,0.4326,1.0395,0.8080
0,41,0.002,45.3026,0.5789,1.0527,0.8075
0,42,0.002,44.2249,0.6065,1.0197,0.8137
0,43,0.002,45.2685,0.4162,1.0288,0.8099
0,44,0.002,43.2273,0.4508,1.0036,0.8181
0,45,0.002,42.8752,0.5789,0.9990,0.8183
0,46,0.002,42.4921,0.5825,1.0019,0.8216
0,47,0.002,41.5855,0.4896,1.0040,0.8236
0,48,0.002,41.6686,0.4270,0.9726,0.8234
0,49,0.002,42.3917,0.5560,0.9835,0.8205
0,50,0.002,42.0711,0.6054,0.9787,0.8224
0,51,0.002,40.7255,0.5098,0.9714,0.8284
0,52,0.002,40.9070,0.4938,0.9657,0.8266
0,53,0.002,40.1240,0.5508,0.9603,0.8302
0,54,0.002,40.1023,0.5646,0.9502,0.8291
0,55,0.002,39.8492,0.4237,0.9489,0.8311
0,56,0.002,40.1149,0.4168,0.9591,0.8303
0,57,0.002,39.5262,0.5490,0.9499,0.8328
0,58,0.002,39.6987,0.6496,0.9499,0.8319
0,59,0.002,39.4237,0.4193,0.9500,0.8322
0,60,0.002,38.3802,0.4696,0.9194,0.8368
0,61,0.002,38.8202,0.6190,0.9403,0.8334
0,62,0.002,38.5044,0.5655,0.9404,0.8373
0,63,0.002,38.1181,0.4499,0.9176,0.8385
0,64,0.002,37.2849,0.4777,0.9299,0.8412
0,65,0.002,37.8303,0.6019,0.9030,0.8397
0,66,0.002,37.3192,0.5881,0.9022,0.8405
0,67,0.002,37.5832,0.4851,0.9266,0.8396
0,68,0.002,37.8970,0.4956,0.9003,0.8386
0,69,0.002,37.0437,0.6425,0.9041,0.8420
0,70,0.002,36.7573,0.5859,0.9312,0.8425
0,71,0.002,36.3076,0.4746,0.8876,0.8446
0,72,0.002,36.0529,0.4720,0.9035,0.8462
0,73,0.002,35.8337,0.6305,0.9139,0.8473
0,74,0.002,36.2335,0.6726,0.8940,0.8455
0,75,0.002,35.7842,0.4701,0.9067,0.8479
0,76,0.002,35.5604,0.4382,0.9100,0.8475
0,77,0.002,35.0156,0.6132,0.8816,0.8515
0,78,0.002,35.2441,0.6006,0.8842,0.8496
0,79,0.002,34.6503,0.4294,0.8679,0.8527
0,80,0.002,34.9955,0.5219,0.8817,0.8501
0,81,0.002,34.7368,0.5849,0.8729,0.8517
0,82,0.002,34.5976,0.6301,0.8715,0.8532
0,83,0.002,34.0753,0.4936,0.8801,0.8536
0,84,0.002,34.3684,0.4789,0.8443,0.8534
0,85,0.002,34.5720,0.6992,0.8485,0.8513
0,86,0.002,34.2831,0.5570,0.8600,0.8532
0,87,0.002,34.0335,0.4141,0.8628,0.8548
