eval_exp,training_exp,Loss_Exp,Time_Exp,RelativeDistance_Exp,R2Score_Exp,Forgetting_Exp,BWT_Exp
0.0,0.0,25.71425,0.15425,0.518425,0.887525,0.0,0.0
1.0,0.0,65.3985,0.24045,0.876625,0.74289995,0.0,0.0
2.0,0.0,57.323425,0.22735,0.763,0.7644,0.0,0.0
3.0,0.0,62.863323,0.29585,0.978575,0.755225,0.0,0.0
4.0,0.0,82.23187,0.11957501,0.93255,0.69009995,0.0,0.0
5.0,0.0,77.14583,0.1122,0.828425,0.73322505,0.0,0.0
6.0,0.0,68.29715,0.17159998,1.035125,0.76162505,0.0,0.0
7.0,0.0,90.97055,0.1515,0.95430005,0.703925,0.0,0.0
8.0,0.0,74.31518,0.048375,0.77925,0.79157495,0.0,0.0
9.0,0.0,64.160904,0.025575,0.97952497,0.78840005,0.0,0.0
0.0,1.0,32.48305,0.258875,0.57227504,0.85864997,0.028875,-0.028875
1.0,1.0,40.054676,0.332125,0.8298,0.82492495,0.0,0.0
2.0,1.0,41.55175,0.2318,0.81725,0.820775,0.0,0.0
3.0,1.0,45.859997,0.215725,1.0172751,0.815775,0.0,0.0
4.0,1.0,56.409397,0.1099,1.026075,0.77515,0.0,0.0
5.0,1.0,59.109974,0.101725,0.88545,0.776225,0.0,0.0
6.0,1.0,52.619473,0.20537499,1.0960001,0.802075,0.0,0.0
7.0,1.0,66.66732,0.132175,1.050175,0.773625,0.0,0.0
8.0,1.0,50.748753,0.038000003,0.846175,0.8449,0.0,0.0
9.0,1.0,46.352196,0.0227,1.1358,0.83755,0.0,0.0
0.0,2.0,34.424973,0.235825,0.57655,0.849175,0.03835,-0.03835
1.0,2.0,43.16645,0.2772,0.78855,0.81374997,0.011175,-0.011175
2.0,2.0,34.50095,0.2048,0.6932,0.84575,0.0,0.0
3.0,2.0,44.159073,0.2566,0.831225,0.816225,0.0,0.0
4.0,2.0,52.195602,0.0995,0.8632,0.788975,0.0,0.0
5.0,2.0,50.592,0.0978,0.713825,0.80925,0.0,0.0
6.0,2.0,44.911224,0.1645,0.89830005,0.826825,0.0,0.0
7.0,2.0,64.60777,0.1284,0.8428,0.77185,0.0,0.0
8.0,2.0,47.28955,0.039075002,0.68062496,0.8477,0.0,0.0
9.0,2.0,40.922646,0.020225,0.850275,0.852875,0.0,0.0
0.0,3.0,38.64765,0.21800001,0.59227496,0.826175,0.061325002,-0.061325002
1.0,3.0,45.058376,0.40859997,0.81322503,0.80635,0.018575002,-0.018575002
2.0,3.0,36.03283,0.2341,0.67864996,0.83942497,0.0063,-0.0063
3.0,3.0,27.4377,0.18924999,0.74387497,0.88652503,0.0,0.0
4.0,3.0,45.694,0.113425,0.797875,0.81125003,0.0,0.0
5.0,3.0,50.137577,0.215125,0.6818,0.80095005,0.0,0.0
6.0,3.0,41.681526,0.1409,0.83715004,0.838525,0.0,0.0
7.0,3.0,60.195053,0.134775,0.786675,0.78395,0.0,0.0
8.0,3.0,43.303825,0.039274998,0.63780004,0.85885,0.0,0.0
9.0,3.0,36.972027,0.0234,0.841625,0.86275,0.0,0.0
0.0,4.0,39.675377,0.21507502,0.622625,0.8241,0.0634,-0.0634
1.0,4.0,43.6948,0.262625,0.811975,0.813,0.011925,-0.011925
2.0,4.0,35.989376,0.3179,0.7191,0.8392,0.00655,-0.00655
