training_exp,epoch,Loss_Epoch,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,308.7550,0.0,3.9768,-0.1237
0,1,193.7232,0.0,2.0839,0.5910
0,2,167.1870,0.0,1.5042,0.5282
0,3,138.1018,0.0,1.4245,0.6843
0,4,129.3791,0.0,1.4130,0.4925
0,5,118.2812,0.0,1.5726,0.6989
0,6,112.9272,0.0,1.3806,0.6665
0,7,108.8642,0.0,1.3151,0.7498
0,8,99.4036,0.0,1.1722,0.7729
0,9,97.0930,0.0,1.6022,0.6061
0,10,107.7212,0.0,1.4172,0.7710
0,11,105.7835,0.0,1.2410,0.7526
0,12,96.4409,0.0,1.5569,0.7937
0,13,92.4920,0.0,1.3292,0.8086
0,14,96.2823,0.0,1.1883,0.7611
0,15,90.7580,0.0,1.2452,0.8039
0,16,91.6684,0.0,1.2270,0.7649
0,17,100.5634,0.0,1.3025,0.7911
0,18,93.6507,0.0,1.1652,0.8010
0,19,100.7487,0.0,1.3579,0.7719
0,20,102.2928,0.0,1.4755,0.7785
0,21,92.3015,0.0,1.0123,0.8049
0,22,87.5978,0.0,1.3301,0.8075
0,23,99.2666,0.0,1.3086,0.7579
0,24,88.7895,0.0,1.2278,0.7960
0,25,79.9439,0.0,1.2321,0.8256
0,26,79.0510,0.0,1.5339,0.7976
0,27,75.3813,0.0,1.1718,0.8309
0,28,76.7492,0.0,0.9159,0.7955
0,29,93.9676,0.0,1.5894,0.6020
0,30,108.2407,0.0,1.1322,0.6119
0,31,103.5086,0.0,1.3178,0.7805
0,32,90.6343,0.0,1.2231,0.7942
0,33,95.8218,0.0,1.1800,0.7687
0,34,93.6997,0.0,1.0645,0.7876
0,35,85.3197,0.0,1.5991,0.8064
0,36,82.7295,0.0,1.3094,0.7904
0,37,83.8330,0.0,1.1681,0.8220
0,38,80.0302,0.0,1.0561,0.8298
0,39,82.9061,0.0,1.1321,0.7960
0,40,79.8711,0.0,1.0731,0.7590
0,41,74.1663,0.0,1.2445,0.7777
0,42,80.2184,0.0,1.1404,0.7965
0,43,77.8200,0.0,1.0639,0.8341
0,44,76.3873,0.0,1.1828,0.8424
0,45,72.7387,0.0,1.0891,0.8129
0,46,72.7324,0.0,1.0379,0.7836
0,47,70.9539,0.0,1.0753,0.8440
0,48,77.0570,0.0,1.2420,0.8157
0,49,75.9231,0.0,1.2976,0.8214
0,50,74.0545,0.0,1.0662,0.8186
0,51,70.0474,0.0,1.1416,0.7264
0,52,68.0000,0.0,1.1284,-1.8301
0,53,74.0809,0.0,1.1572,0.8401
0,54,71.5427,0.0,1.3811,0.8340
0,55,67.2820,0.0,1.0517,0.8250
0,56,68.9572,0.0,1.0992,0.8299
0,57,66.2318,0.0,1.1801,0.8632
0,58,70.6783,0.0,1.1330,0.8227
0,59,68.1792,0.0,1.1210,0.8516
0,60,69.2300,0.0,1.1069,0.8209
0,61,69.1163,0.0,1.2321,0.8505
0,62,66.6884,0.0,1.1340,0.8532
0,63,67.9784,0.0,1.2984,0.8590
0,64,66.2328,0.0,1.2873,0.8052
0,65,65.6315,0.0,1.0472,0.8122
0,66,65.7174,0.0,1.0724,0.7769
0,67,65.8941,0.0,1.1387,0.8355
0,68,69.2609,0.0,1.1157,0.8489
0,69,66.3230,0.0,1.1435,0.8231
0,70,63.3900,0.0,1.3417,0.8596
0,71,65.0054,0.0,1.1980,0.8330
0,72,66.7240,0.0,0.9920,0.8592
0,73,67.1792,0.0,1.0004,0.8612
0,74,68.8071,0.0,1.0037,0.8552
0,75,66.4092,0.0,1.0735,0.8451
0,76,66.1451,0.0,1.1316,0.8094
0,77,68.5408,0.0,1.0211,0.8576
0,78,66.0180,0.0,1.2026,0.7787
0,79,68.6134,0.0,1.5368,0.7560
0,80,66.0349,0.0,1.3560,0.8572
0,81,67.8471,0.0,1.0884,0.8548
0,82,63.5764,0.0,1.0668,0.8617
0,83,64.2292,0.0,1.3845,0.8577
0,84,64.2959,0.0,1.1890,0.8613
0,85,65.7680,0.0,1.1245,0.8443
0,86,62.9609,0.0,1.1166,0.8394
0,87,63.8093,0.0,1.1433,0.8473
0,88,63.7051,0.0,1.1353,0.8306
0,89,64.2447,0.0,1.0757,0.8353
0,90,65.5605,0.0,1.0915,0.8278
0,91,67.9392,0.0,1.1052,0.8402
0,92,65.6485,0.0,1.1652,0.8641
0,93,67.9502,0.0,1.1681,0.8253
0,94,65.9494,0.0,1.1120,0.8530
0,95,63.2766,0.0,1.0631,0.8699
0,96,63.3806,0.0,1.1000,0.8662
0,97,63.4587,0.0,1.1442,0.8589
0,98,65.6904,0.0,1.5200,-0.3273
0,99,63.5742,0.0,1.0647,0.7882
0,100,62.8374,0.0,1.1368,0.8125
0,101,63.4983,0.0,1.1045,0.8673
0,102,68.5591,0.0,1.1204,0.7955
0,103,63.7034,0.0,1.0561,0.8645
0,104,66.3612,0.0,1.0665,0.8581
0,105,63.9504,0.0,1.1922,0.8696
0,106,63.6088,0.0,1.0588,0.8683
0,107,64.4522,0.0,1.1674,0.8538
0,108,64.1688,0.0,1.0717,0.8690
0,109,63.3278,0.0,1.0563,0.8498
0,110,67.1764,0.0,1.1427,0.8172
0,111,61.7725,0.0,1.1298,0.8448
0,112,62.8983,0.0,1.0185,0.8371
