training_exp,epoch,Loss_Epoch,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,326.2368,0.0,3.6820,0.1841
0,1,208.8089,0.0,2.3976,-22.5932
0,2,168.3593,0.0,1.6300,0.4547
0,3,154.4041,0.0,1.4468,0.6721
0,4,133.1738,0.0,1.4788,0.7183
0,5,118.4548,0.0,1.2158,0.7359
0,6,106.2376,0.0,1.3128,0.7655
0,7,103.1486,0.0,1.5544,0.7775
0,8,101.4264,0.0,1.3717,0.7652
0,9,99.0591,0.0,1.1849,0.7529
0,10,99.3796,0.0,1.4419,0.6579
0,11,98.9919,0.0,1.3433,0.7791
0,12,99.2248,0.0,1.5618,0.6784
0,13,88.4825,0.0,1.3732,0.8068
0,14,97.7313,0.0,1.3594,0.7413
0,15,96.5070,0.0,1.2088,0.4186
0,16,97.1963,0.0,1.2747,0.7961
0,17,90.0442,0.0,1.1965,0.8112
0,18,88.7921,0.0,1.4797,0.8142
0,19,96.6554,0.0,1.2912,0.7862
0,20,90.7644,0.0,1.3202,-0.5242
0,21,86.3388,0.0,1.1765,0.8176
0,22,85.5172,0.0,1.5085,0.7768
0,23,80.4469,0.0,1.2308,0.7668
0,24,73.0613,0.0,1.1586,0.8052
0,25,77.3534,0.0,1.3254,0.8048
0,26,76.3770,0.0,0.9937,0.8403
0,27,81.9717,0.0,1.3948,0.8281
0,28,80.2146,0.0,0.9573,0.8214
0,29,83.4243,0.0,1.3927,0.7994
0,30,74.9103,0.0,0.9675,0.8333
0,31,74.9278,0.0,1.1068,0.8399
0,32,78.5543,0.0,1.0910,0.8245
0,33,73.8708,0.0,1.5270,0.8218
0,34,73.2816,0.0,1.3826,0.6916
0,35,73.2935,0.0,1.2877,0.7056
0,36,81.9742,0.0,1.5106,0.7555
0,37,78.0213,0.0,0.8947,0.8284
0,38,84.5240,0.0,1.2450,0.8112
0,39,87.9439,0.0,1.4052,0.7172
0,40,78.5753,0.0,1.1272,0.8343
