training_exp,epoch,lr,Loss_Epoch,Time_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,253.2514,0.8201,3.3180,-0.0475
0,1,0.002,184.9648,0.5094,3.7310,0.2130
0,2,0.002,161.2629,0.5144,3.5512,0.3153
0,3,0.002,145.6542,0.4051,3.5425,0.3848
0,4,0.002,133.0344,0.3955,3.0194,0.4472
0,5,0.002,123.4260,0.6078,2.6512,0.4928
0,6,0.002,114.1183,0.5994,2.3800,0.5344
0,7,0.002,106.8341,0.4461,2.1426,0.5654
0,8,0.002,101.4011,0.4283,2.0150,0.5868
0,9,0.002,95.8718,0.5691,1.8803,0.6071
0,10,0.002,90.9244,0.5593,1.8328,0.6272
0,11,0.002,86.4501,0.4110,1.7288,0.6474
0,12,0.002,83.4006,0.3831,1.6990,0.6592
0,13,0.002,79.6493,0.5167,1.6073,0.6751
0,14,0.002,77.1323,0.5432,1.5618,0.6856
0,15,0.002,73.2074,0.3956,1.5015,0.7004
0,16,0.002,70.9737,0.3940,1.5255,0.7097
0,17,0.002,68.4608,0.5470,1.4588,0.7209
0,18,0.002,66.4599,0.5838,1.4497,0.7280
0,19,0.002,64.5719,0.3779,1.3628,0.7350
0,20,0.002,62.5947,0.4205,1.3343,0.7422
0,21,0.002,61.1077,0.5808,1.2962,0.7506
0,22,0.002,59.9843,0.5512,1.3100,0.7518
0,23,0.002,58.2666,0.3952,1.2095,0.7600
0,24,0.002,57.0736,0.3832,1.2856,0.7633
0,25,0.002,55.9131,0.5733,1.2342,0.7680
0,26,0.002,54.9405,0.5707,1.2093,0.7718
0,27,0.002,54.4197,0.4373,1.1937,0.7746
0,28,0.002,52.4957,0.4390,1.1576,0.7818
0,29,0.002,52.2610,0.5509,1.1668,0.7818
0,30,0.002,51.2558,0.5396,1.1521,0.7870
0,31,0.002,51.0508,0.3939,1.1160,0.7861
0,32,0.002,50.2660,0.4112,1.1353,0.7883
0,33,0.002,49.7415,0.5091,1.0954,0.7923
0,34,0.002,49.0561,0.5509,1.1061,0.7945
0,35,0.002,48.1821,0.4146,1.0884,0.7987
0,36,0.002,47.8013,0.3802,1.0910,0.7996
0,37,0.002,47.1421,0.5681,1.0749,0.8015
0,38,0.002,45.9402,0.6173,1.0657,0.8064
0,39,0.002,46.5758,0.4553,1.0513,0.8039
0,40,0.002,45.3207,0.3886,1.0509,0.8098
0,41,0.002,44.9867,0.5871,1.0185,0.8106
0,42,0.002,44.2854,0.5556,1.0371,0.8137
0,43,0.002,44.5717,0.3798,1.0168,0.8111
0,44,0.002,43.9248,0.3999,1.0389,0.8153
0,45,0.002,43.7120,0.5401,1.0173,0.8154
0,46,0.002,41.9565,0.5587,0.9977,0.8217
0,47,0.002,42.5171,0.4309,1.0134,0.8197
0,48,0.002,42.5616,0.4085,0.9985,0.8191
0,49,0.002,42.1973,0.5591,0.9925,0.8187
0,50,0.002,41.5379,0.5275,1.0072,0.8233
0,51,0.002,41.7209,0.4581,0.9879,0.8239
0,52,0.002,41.0899,0.4122,0.9427,0.8258
0,53,0.002,41.2746,0.5438,0.9842,0.8258
0,54,0.002,40.8309,0.5368,0.9558,0.8254
0,55,0.002,40.2296,0.4698,0.9621,0.8304
0,56,0.002,40.4209,0.3895,0.9564,0.8265
0,57,0.002,39.2356,0.5784,0.9409,0.8341
0,58,0.002,39.4571,0.5185,0.9524,0.8319
0,59,0.002,39.1072,0.4367,0.9379,0.8323
0,60,0.002,39.1042,0.3925,0.9903,0.8339
0,61,0.002,39.1344,0.5256,0.9332,0.8319
0,62,0.002,38.5386,0.5469,0.9268,0.8365
0,63,0.002,38.8817,0.3972,0.9430,0.8348
0,64,0.002,38.0002,0.4230,0.9100,0.8386
0,65,0.002,37.3340,0.5650,0.9349,0.8411
0,66,0.002,37.7954,0.5842,0.9172,0.8388
0,67,0.002,37.9692,0.4039,0.9644,0.8365
0,68,0.002,37.1173,0.4298,0.9289,0.8409
0,69,0.002,37.5816,0.5611,0.9026,0.8399
0,70,0.002,36.7326,0.6292,0.9406,0.8423
0,71,0.002,36.8754,0.4233,0.9037,0.8425
0,72,0.002,36.8402,0.4249,0.8927,0.8417
