training_exp,epoch,lr,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,253.4588,3.2965,-0.0379
0,1,0.002,183.5977,3.7557,0.2174
0,2,0.002,159.2582,3.4632,0.3188
0,3,0.002,143.5391,3.4755,0.3954
0,4,0.002,130.8110,2.8967,0.4589
0,5,0.002,120.2095,2.5220,0.5083
0,6,0.002,111.9338,2.3045,0.5456
0,7,0.002,105.5687,2.0740,0.5676
0,8,0.002,99.7820,2.0587,0.5916
0,9,0.002,94.3855,1.9027,0.6155
0,10,0.002,89.6648,1.8454,0.6335
0,11,0.002,86.0498,1.7707,0.6506
0,12,0.002,82.0810,1.6933,0.6657
0,13,0.002,78.9367,1.6247,0.6793
0,14,0.002,76.5322,1.5755,0.6875
0,15,0.002,73.6599,1.5036,0.6994
0,16,0.002,70.4251,1.4974,0.7128
0,17,0.002,68.0652,1.4463,0.7219
0,18,0.002,66.7632,1.3926,0.7254
0,19,0.002,63.6640,1.3620,0.7401
0,20,0.002,62.2965,1.3262,0.7436
0,21,0.002,61.0406,1.3143,0.7495
0,22,0.002,59.5244,1.2960,0.7545
0,23,0.002,59.6364,1.2607,0.7550
0,24,0.002,57.4584,1.2347,0.7627
0,25,0.002,55.6856,1.2280,0.7702
0,26,0.002,55.2312,1.2051,0.7711
0,27,0.002,54.2811,1.1867,0.7744
0,28,0.002,52.6475,1.1772,0.7821
0,29,0.002,52.1132,1.1341,0.7829
0,30,0.002,51.2077,1.1433,0.7867
0,31,0.002,50.7230,1.1307,0.7870
0,32,0.002,50.2178,1.1106,0.7905
0,33,0.002,48.8201,1.1183,0.7952
0,34,0.002,48.5229,1.0630,0.7964
0,35,0.002,48.1160,1.0724,0.7981
0,36,0.002,47.5866,1.0862,0.7998
0,37,0.002,47.3663,1.0576,0.8005
0,38,0.002,46.8999,1.0851,0.8031
0,39,0.002,45.9804,1.0276,0.8062
0,40,0.002,45.2467,1.0222,0.8103
0,41,0.002,44.5810,1.0379,0.8107
0,42,0.002,45.2836,1.0185,0.8089
0,43,0.002,44.4514,1.0475,0.8131
0,44,0.002,43.9423,0.9952,0.8142
0,45,0.002,43.2639,1.0232,0.8158
0,46,0.002,43.0254,1.0085,0.8174
0,47,0.002,42.6442,0.9900,0.8186
0,48,0.002,42.0449,0.9812,0.8221
0,49,0.002,42.0626,0.9853,0.8216
0,50,0.002,41.9305,0.9634,0.8231
0,51,0.002,41.4545,0.9845,0.8240
0,52,0.002,40.4044,0.9565,0.8284
0,53,0.002,40.2651,0.9698,0.8287
0,54,0.002,40.4343,0.9596,0.8273
0,55,0.002,40.0831,0.9269,0.8305
0,56,0.002,39.8212,0.9435,0.8311
0,57,0.002,39.8159,0.9314,0.8295
0,58,0.002,39.8533,0.9488,0.8308
0,59,0.002,38.5403,0.9431,0.8356
0,60,0.002,39.6462,0.9255,0.8301
0,61,0.002,39.1655,0.9452,0.8341
0,62,0.002,37.7757,0.9479,0.8394
0,63,0.002,38.5075,0.9188,0.8359
0,64,0.002,38.1905,0.9136,0.8370
0,65,0.002,37.5759,0.9098,0.8389
0,66,0.002,37.9013,0.9071,0.8377
0,67,0.002,37.0669,0.9257,0.8414
0,68,0.002,37.2045,0.9100,0.8411
0,69,0.002,36.8885,0.8948,0.8417
0,70,0.002,36.7965,0.9022,0.8431
0,71,0.002,36.0099,0.8985,0.8449
0,72,0.002,35.9927,0.9105,0.8461
0,73,0.002,35.8963,0.8933,0.8470
0,74,0.002,35.7290,0.8814,0.8463
0,75,0.002,36.3381,0.8700,0.8452
0,76,0.002,35.8753,0.8751,0.8455
0,77,0.002,36.2306,0.8858,0.8450
0,78,0.002,34.8945,0.8610,0.8507
0,79,0.002,34.7769,0.8777,0.8512
0,80,0.002,34.7839,0.8511,0.8506
0,81,0.002,35.5418,0.8797,0.8473
0,82,0.002,34.6589,0.8819,0.8513
0,83,0.002,35.2161,0.8610,0.8493
0,84,0.002,34.6114,0.8537,0.8526
0,85,0.002,35.0436,0.8698,0.8506
0,86,0.002,34.3326,0.8636,0.8533
0,87,0.002,33.6776,0.8674,0.8554
0,88,0.002,33.8255,0.8229,0.8534
0,89,0.002,33.7469,0.8358,0.8552
0,90,0.002,33.7216,0.8563,0.8556
0,91,0.002,33.5031,0.8218,0.8554
0,92,0.002,33.5060,0.8652,0.8555
