training_exp,epoch,lr,Loss_Epoch,Time_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,253.3937,1.7174,3.2732,-0.0439
0,1,0.002,185.1018,0.6910,3.7714,0.2113
0,2,0.002,160.0515,0.7703,3.5597,0.3161
0,3,0.002,145.8187,0.5718,3.5643,0.3860
0,4,0.002,133.2592,0.7137,2.9967,0.4450
0,5,0.002,122.5359,0.6930,2.6713,0.4955
0,6,0.002,114.6887,0.5635,2.4152,0.5289
0,7,0.002,107.2664,0.6469,2.1493,0.5623
0,8,0.002,101.0196,0.7858,2.0164,0.5895
0,9,0.002,96.7360,0.7962,1.9464,0.6030
0,10,0.002,91.3751,0.5954,1.8030,0.6272
0,11,0.002,87.8868,0.5580,1.7685,0.6403
0,12,0.002,83.6447,0.7014,1.6493,0.6571
0,13,0.002,79.5662,0.7252,1.6345,0.6760
0,14,0.002,75.7395,0.6188,1.5550,0.6910
0,15,0.002,72.9197,0.5858,1.5273,0.7024
0,16,0.002,70.9417,0.7676,1.5043,0.7090
0,17,0.002,67.6807,0.6738,1.4539,0.7244
0,18,0.002,66.1899,0.5181,1.3760,0.7307
0,19,0.002,63.1711,0.5317,1.3584,0.7411
0,20,0.002,62.6162,0.6926,1.3205,0.7444
0,21,0.002,60.7678,0.7167,1.3056,0.7500
0,22,0.002,59.2953,0.5560,1.2930,0.7554
0,23,0.002,57.1740,0.5517,1.2517,0.7641
0,24,0.002,56.0811,0.7190,1.2334,0.7681
0,25,0.002,55.3417,0.7186,1.1997,0.7688
0,26,0.002,54.4982,0.5486,1.1911,0.7735
0,27,0.002,53.2949,0.6142,1.1547,0.7773
0,28,0.002,52.9846,0.7713,1.1688,0.7790
0,29,0.002,52.5822,0.6729,1.1710,0.7793
0,30,0.002,51.7354,0.5734,1.1181,0.7830
0,31,0.002,50.1676,0.5269,1.1084,0.7904
0,32,0.002,50.3080,0.6954,1.1284,0.7901
0,33,0.002,49.3190,0.7153,1.1146,0.7936
0,34,0.002,48.5898,0.5020,1.0936,0.7962
0,35,0.002,47.5259,0.5126,1.1144,0.8000
0,36,0.002,46.8158,0.7168,1.0608,0.8022
0,37,0.002,45.9474,0.7530,1.0561,0.8068
0,38,0.002,46.2354,0.5624,1.0444,0.8057
0,39,0.002,45.9259,0.5641,1.0452,0.8055
0,40,0.002,45.7847,0.6662,1.0382,0.8069
0,41,0.002,44.6042,0.7404,1.0210,0.8117
0,42,0.002,44.1140,0.4983,1.0240,0.8125
0,43,0.002,43.5246,0.5594,1.0295,0.8154
0,44,0.002,43.1259,0.6713,1.0281,0.8172
0,45,0.002,43.4724,0.7537,1.0205,0.8154
0,46,0.002,42.4689,0.4951,1.0103,0.8197
0,47,0.002,42.1978,0.5914,0.9945,0.8208
0,48,0.002,42.1092,0.6786,0.9976,0.8223
0,49,0.002,42.4352,0.7072,1.0034,0.8205
0,50,0.002,41.9940,0.5099,1.0059,0.8214
0,51,0.002,41.5890,0.5962,0.9736,0.8241
0,52,0.002,41.1030,0.6614,0.9721,0.8266
0,53,0.002,40.1551,0.7206,0.9765,0.8284
0,54,0.002,40.4348,0.4866,0.9888,0.8286
0,55,0.002,39.7212,0.4913,0.9666,0.8309
0,56,0.002,40.2484,0.7398,0.9726,0.8293
0,57,0.002,40.1856,0.6518,0.9461,0.8290
0,58,0.002,38.7180,0.5122,0.9340,0.8332
0,59,0.002,39.1242,0.5704,0.9468,0.8331
0,60,0.002,38.5770,0.7153,0.9442,0.8345
0,61,0.002,39.3167,0.6546,0.9513,0.8324
0,62,0.002,38.2946,0.5021,0.9307,0.8375
0,63,0.002,38.0428,0.5810,0.9133,0.8372
0,64,0.002,38.6971,0.7343,0.9493,0.8351
0,65,0.002,38.2840,0.7025,0.9453,0.8349
0,66,0.002,37.3391,0.5409,0.9068,0.8410
0,67,0.002,37.6405,0.5206,0.9090,0.8390
0,68,0.002,36.8701,0.7198,0.9227,0.8430
0,69,0.002,36.2296,0.7236,0.8943,0.8454
0,70,0.002,36.1857,0.5702,0.9020,0.8455
0,71,0.002,36.4894,0.4778,0.8899,0.8444
0,72,0.002,36.4797,0.6440,0.9046,0.8444
0,73,0.002,35.5766,0.7793,0.8685,0.8485
0,74,0.002,36.5172,0.5675,0.8829,0.8438
0,75,0.002,35.9396,0.5023,0.8933,0.8453
0,76,0.002,35.7448,0.6893,0.9030,0.8471
0,77,0.002,35.9906,0.6756,0.8998,0.8463
0,78,0.002,34.9251,0.6200,0.8699,0.8507
0,79,0.002,34.7646,0.5292,0.8932,0.8506
0,80,0.002,34.8511,0.6850,0.8704,0.8502
0,81,0.002,34.9565,0.7134,0.8601,0.8495
0,82,0.002,34.0000,0.4661,0.8843,0.8542
0,83,0.002,34.7927,0.4959,0.8907,0.8509
0,84,0.002,35.0047,0.7241,0.8962,0.8484
0,85,0.002,34.2280,0.6533,0.8709,0.8533
0,86,0.002,33.7547,0.4721,0.8576,0.8561
0,87,0.002,34.2055,0.5907,0.8588,0.8534
0,88,0.002,33.7847,0.7269,0.8839,0.8558
0,89,0.002,34.0359,0.6136,0.8749,0.8540
0,90,0.002,33.2310,0.5114,0.8511,0.8577
0,91,0.002,33.6665,0.6121,0.8418,0.8554
0,92,0.002,33.3949,0.7376,0.8533,0.8564
