training_exp,epoch,lr,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,336.4172,1.1254,-0.3140
0,1,0.002,260.7176,2.2861,-0.0172
0,2,0.002,210.8534,3.9131,0.0841
0,3,0.002,192.4123,3.9998,0.1786
0,4,0.002,176.8236,3.4718,0.2321
0,5,0.002,165.2494,3.5902,0.2802
0,6,0.002,157.2034,3.7449,0.3171
0,7,0.002,150.7356,3.5333,0.3461
0,8,0.002,145.2167,3.4301,0.3773
0,9,0.002,141.6174,3.3072,0.4011
0,10,0.002,138.2293,3.0807,0.4183
0,11,0.002,134.7852,2.9832,0.4366
0,12,0.002,131.6591,2.8639,0.4531
0,13,0.002,128.7811,2.7418,0.4652
0,14,0.002,126.2520,2.6066,0.4801
0,15,0.002,123.2244,2.5348,0.4888
0,16,0.002,120.5328,2.3857,0.5005
0,17,0.002,118.7364,2.3490,0.5077
0,18,0.002,115.6822,2.1929,0.5215
0,19,0.002,113.8229,2.1566,0.5305
0,20,0.002,110.9636,2.0126,0.5373
0,21,0.002,108.8039,1.9901,0.5480
0,22,0.002,107.1364,1.9137,0.5563
0,23,0.002,105.1690,1.8599,0.5646
0,24,0.002,103.4587,1.7830,0.5718
0,25,0.002,101.0560,1.7961,0.5830
0,26,0.002,98.8824,1.7270,0.5929
0,27,0.002,98.3053,1.7146,0.5962
0,28,0.002,96.0588,1.6497,0.6023
0,29,0.002,94.6631,1.6349,0.6087
0,30,0.002,93.2475,1.6517,0.6150
0,31,0.002,91.2104,1.5914,0.6252
0,32,0.002,90.2272,1.6119,0.6300
0,33,0.002,89.0007,1.5875,0.6345
0,34,0.002,86.9649,1.5993,0.6432
0,35,0.002,86.0810,1.4910,0.6442
0,36,0.002,85.3532,1.5607,0.6488
0,37,0.002,84.0900,1.5264,0.6552
0,38,0.002,82.4974,1.5050,0.6613
0,39,0.002,82.0516,1.5144,0.6604
0,40,0.002,80.6543,1.4501,0.6695
0,41,0.002,79.3303,1.5020,0.6726
0,42,0.002,79.1363,1.5105,0.6750
0,43,0.002,76.8656,1.4394,0.6840
0,44,0.002,76.6921,1.4859,0.6844
0,45,0.002,76.6816,1.4066,0.6842
0,46,0.002,75.6460,1.4256,0.6892
0,47,0.002,75.5955,1.4063,0.6883
0,48,0.002,73.8934,1.4240,0.6961
0,49,0.002,73.9890,1.3872,0.6957
0,50,0.002,72.4085,1.3799,0.7012
0,51,0.002,70.9752,1.4011,0.7084
0,52,0.002,71.7518,1.3744,0.7033
0,53,0.002,71.0928,1.3541,0.7055
0,54,0.002,69.8350,1.3834,0.7096
0,55,0.002,69.6873,1.3602,0.7097
0,56,0.002,69.5866,1.3251,0.7102
0,57,0.002,68.7996,1.3521,0.7121
0,58,0.002,68.2488,1.3290,0.7166
0,59,0.002,67.4387,1.3330,0.7189
0,60,0.002,66.8878,1.3292,0.7226
0,61,0.002,67.9010,1.3262,0.7173
0,62,0.002,66.4424,1.3604,0.7228
0,63,0.002,65.9210,1.3049,0.7250
0,64,0.002,65.5316,1.3003,0.7263
0,65,0.002,65.5507,1.3034,0.7245
0,66,0.002,64.7164,1.3043,0.7296
0,67,0.002,64.1198,1.2707,0.7298
0,68,0.002,64.5837,1.3384,0.7285
0,69,0.002,64.1102,1.3088,0.7299
0,70,0.002,62.9665,1.2435,0.7347
0,71,0.002,63.2981,1.2698,0.7341
0,72,0.002,63.1617,1.2805,0.7357
0,73,0.002,62.4794,1.2862,0.7383
0,74,0.002,61.8359,1.2893,0.7415
0,75,0.002,61.7050,1.2528,0.7399
0,76,0.002,62.2575,1.2450,0.7379
0,77,0.002,61.7029,1.2564,0.7408
0,78,0.002,60.8288,1.2992,0.7429
0,79,0.002,60.1204,1.2559,0.7468
0,80,0.002,59.6020,1.2342,0.7469
0,81,0.002,60.3690,1.2470,0.7449
0,82,0.002,59.7620,1.2319,0.7482
0,83,0.002,59.2730,1.2665,0.7514
0,84,0.002,59.6347,1.2543,0.7466
0,85,0.002,59.2874,1.2280,0.7490
0,86,0.002,59.2902,1.2369,0.7484
0,87,0.002,58.4311,1.2416,0.7523
0,88,0.002,59.0473,1.2324,0.7498
0,89,0.002,58.3844,1.2229,0.7536
0,90,0.002,57.8044,1.2137,0.7545
0,91,0.002,57.8772,1.2109,0.7532
0,92,0.002,57.8334,1.2117,0.7526
0,93,0.002,57.1297,1.2153,0.7558
0,94,0.002,56.3783,1.1865,0.7593
0,95,0.002,57.0474,1.1764,0.7580
0,96,0.002,56.4404,1.1952,0.7613
0,97,0.002,55.8366,1.2275,0.7625
0,98,0.002,55.7709,1.2309,0.7638
0,99,0.002,55.4497,1.1780,0.7648
0,100,0.002,55.7879,1.1814,0.7614
0,101,0.002,56.2560,1.1660,0.7608
0,102,0.002,56.0827,1.1792,0.7608
0,103,0.002,55.7112,1.2020,0.7623
0,104,0.002,55.1076,1.2058,0.7641
0,105,0.002,54.3426,1.1765,0.7687
0,106,0.002,55.2683,1.1906,0.7644
0,107,0.002,53.5792,1.1693,0.7716
0,108,0.002,54.8764,1.1666,0.7690
0,109,0.002,53.8222,1.1589,0.7697
0,110,0.002,54.0459,1.1800,0.7699
0,111,0.002,53.3792,1.1640,0.7731
0,112,0.002,53.9036,1.1857,0.7701
0,113,0.002,53.6495,1.1826,0.7706
0,114,0.002,53.4604,1.1418,0.7699
0,115,0.002,53.1443,1.1538,0.7717
0,116,0.002,53.5952,1.1605,0.7708
0,117,0.002,53.5036,1.1441,0.7704
0,118,0.002,52.5470,1.1888,0.7753
0,119,0.002,52.3413,1.1407,0.7760
0,120,0.002,52.0375,1.1478,0.7775
