training_exp,epoch,Loss_Epoch,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,343.3413,0.0,3.9003,0.2614
0,1,275.7813,0.0,2.2994,0.3077
0,2,203.1717,0.0,2.0605,0.5480
0,3,157.9339,0.0,1.3595,0.6442
0,4,142.8669,0.0,1.3547,0.6973
0,5,128.0745,0.0,1.3113,0.7267
0,6,114.5640,0.0,2.0431,0.7327
0,7,147.7289,0.0,1.4675,0.6714
0,8,120.4738,0.0,1.2436,0.7329
0,9,125.8903,0.0,1.2534,0.7116
0,10,121.9122,0.0,1.2299,0.7308
0,11,113.9517,0.0,1.5652,0.7582
0,12,104.9244,0.0,1.2365,0.7821
0,13,100.5090,0.0,1.2873,0.7863
0,14,93.7340,0.0,1.3791,0.7988
0,15,101.5949,0.0,1.1447,0.7855
0,16,90.9228,0.0,1.3390,0.8119
0,17,91.7378,0.0,1.1488,0.7163
0,18,87.3406,0.0,1.1128,0.8145
0,19,86.8990,0.0,1.2835,0.8028
0,20,91.6312,0.0,1.0763,0.8015
0,21,91.6313,0.0,1.3515,0.7607
0,22,84.1997,0.0,1.1414,0.8185
0,23,85.1075,0.0,1.1931,0.8215
0,24,86.3236,0.0,1.5171,0.7356
0,25,82.8391,0.0,0.9665,0.8011
0,26,79.0351,0.0,1.2341,0.8228
0,27,80.5053,0.0,1.1746,0.8283
0,28,87.9452,0.0,0.9795,0.8066
0,29,80.8008,0.0,1.1613,0.8248
0,30,77.1389,0.0,1.0730,0.8369
0,31,80.4711,0.0,1.0780,0.7968
0,32,76.6655,0.0,1.4258,0.8388
0,33,72.7174,0.0,0.8857,0.8425
0,34,76.2414,0.0,1.2246,0.8378
0,35,100.6723,0.0,1.0590,0.7715
0,36,80.1740,0.0,1.3115,0.8034
0,37,85.7926,0.0,1.0965,0.8160
0,38,94.4298,0.0,1.9288,0.7375
0,39,141.4003,0.0,1.3368,0.6945
0,40,102.3371,0.0,1.4303,0.7876
0,41,91.6387,0.0,0.9688,0.8077
0,42,96.0208,0.0,1.1241,0.2683
0,43,96.0869,0.0,1.2934,0.7948
0,44,96.7348,0.0,1.0975,0.5367
0,45,84.4661,0.0,1.4038,0.5556
0,46,86.5211,0.0,1.0684,0.8201
0,47,86.7326,0.0,1.2073,0.5776
0,48,87.0225,0.0,1.0802,0.7332
0,49,80.7249,0.0,1.1803,0.8297
0,50,79.1141,0.0,1.0669,0.6398
0,51,79.4108,0.0,0.9834,0.8233
0,52,78.7115,0.0,1.1120,0.7523
0,53,79.4111,0.0,1.0671,0.8052
0,54,78.9178,0.0,0.9546,0.8328
0,55,76.0317,0.0,1.1123,0.8028
0,56,77.6338,0.0,1.0931,0.8235
0,57,74.3428,0.0,1.0523,0.8474
0,58,79.4614,0.0,1.2991,0.8370
0,59,78.1059,0.0,1.2165,0.8035
0,60,76.3392,0.0,1.2940,0.8385
0,61,73.7933,0.0,1.0860,0.8444
0,62,73.8439,0.0,1.0291,0.8360
0,63,76.3437,0.0,1.0664,0.8317
0,64,74.7400,0.0,1.0038,0.8460
0,65,75.5186,0.0,1.0401,0.8321
0,66,75.1521,0.0,1.0340,0.8248
0,67,73.3726,0.0,1.0597,0.8357
0,68,69.8496,0.0,1.3150,0.8392
0,69,75.8182,0.0,1.0642,0.8367
0,70,75.0436,0.0,1.0667,0.8331
0,71,74.1511,0.0,1.1830,0.6736
0,72,73.5071,0.0,1.0145,0.8449
0,73,73.1415,0.0,1.0543,0.8358
0,74,73.4874,0.0,1.0888,0.8452
0,75,74.9952,0.0,1.0182,0.8289
0,76,70.8768,0.0,1.0020,0.8426
0,77,70.0682,0.0,1.0737,0.7477
0,78,74.6431,0.0,1.2374,0.7943
0,79,73.8931,0.0,1.0790,0.8406
0,80,73.9047,0.0,1.0722,0.8480
0,81,75.0780,0.0,1.1418,0.8449
0,82,73.1457,0.0,1.0039,0.8451
0,83,74.2749,0.0,1.1883,0.8080
0,84,74.4448,0.0,1.0944,0.8298
0,85,73.8225,0.0,1.0306,0.8355
0,86,70.4777,0.0,1.1603,0.8406
0,87,74.8459,0.0,1.4727,0.8458
0,88,69.7624,0.0,1.0526,0.7982
0,89,69.3377,0.0,1.0103,0.8516
0,90,72.3036,0.0,1.0914,0.8378
0,91,74.0868,0.0,1.1371,0.8268
0,92,74.6710,0.0,1.1009,0.8468
0,93,72.7609,0.0,1.0618,0.8456
0,94,71.2705,0.0,1.0064,0.8380
0,95,71.6504,0.0,1.0548,0.8304
0,96,70.7867,0.0,1.1107,0.7610
0,97,70.9353,0.0,1.1251,0.8217
0,98,73.0159,0.0,1.0727,0.8492
0,99,75.2937,0.0,1.2594,-1.2978
0,100,72.2471,0.0,1.1071,0.8469
0,101,74.1363,0.0,1.1063,0.8173
0,102,72.9923,0.0,1.0407,0.8353
0,103,75.3426,0.0,1.0288,0.7079
0,104,70.0547,0.0,1.0563,0.8246
0,105,76.4513,0.0,1.1590,0.1114
0,106,70.3122,0.0,1.2857,0.8464
0,107,72.5102,0.0,1.0467,0.8350
0,108,75.2846,0.0,1.0329,0.8080
0,109,68.4346,0.0,1.1980,0.8566
0,110,72.5417,0.0,1.0457,0.7693
0,111,70.9745,0.0,1.0303,0.8066
0,112,72.2794,0.0,1.2778,0.8352
0,113,73.9512,0.0,1.0345,0.8237
0,114,71.9510,0.0,1.0493,0.8358
0,115,75.4643,0.0,1.0651,0.8372
0,116,71.6517,0.0,1.1252,0.7439
0,117,72.8415,0.0,1.0265,0.8426
1,0,119.8372,0.0,1.7789,0.6449
1,1,83.6148,0.0,2.5134,0.7368
1,2,80.7139,0.0,1.9510,0.7412
1,3,81.4459,0.0,1.7357,0.7527
1,4,71.4012,0.0,1.9798,0.7813
1,5,71.3831,0.0,2.2263,0.7816
1,6,65.7926,0.0,1.7389,0.7917
1,7,64.9966,0.0,1.6912,0.7948
1,8,67.0785,0.0,1.8306,0.7945
1,9,65.2111,0.0,2.2923,0.7944
1,10,58.7450,0.0,1.7529,0.8235
1,11,58.7068,0.0,1.7886,0.8030
1,12,57.6793,0.0,1.8207,0.8211
1,13,56.6368,0.0,1.7063,0.8117
1,14,64.2465,0.0,2.0320,0.8102
1,15,58.4147,0.0,1.6601,0.8186
1,16,58.5319,0.0,2.2540,0.8132
1,17,56.1307,0.0,1.6437,0.8307
1,18,51.0105,0.0,1.7289,0.8343
1,19,56.4754,0.0,1.8309,0.8237
1,20,53.9310,0.0,1.7290,0.8201
1,21,54.2314,0.0,1.8376,0.8343
1,22,52.8496,0.0,2.2478,0.8379
1,23,52.7784,0.0,1.9139,0.8383
1,24,52.0432,0.0,1.8504,0.8441
1,25,49.8176,0.0,1.7777,0.8435
1,26,50.3174,0.0,1.6934,0.8494
1,27,51.7577,0.0,2.2031,0.8206
1,28,52.1075,0.0,1.7579,0.8427
1,29,49.7047,0.0,1.8928,0.8417
1,30,50.9411,0.0,2.0012,0.8201
1,31,50.9549,0.0,1.8906,0.8456
1,32,50.2522,0.0,2.2190,0.8479
1,33,52.2553,0.0,1.8563,0.8127
1,34,49.9980,0.0,2.0096,0.8446
1,35,49.8807,0.0,1.8831,0.8417
1,36,49.7951,0.0,2.2043,0.8447
1,37,44.2172,0.0,1.8541,0.8636
1,38,44.5274,0.0,1.9284,0.8589
1,39,45.0220,0.0,1.9374,0.8594
1,40,49.7709,0.0,1.9904,0.8413
1,41,50.6313,0.0,2.0319,0.8283
1,42,47.3674,0.0,1.8856,0.8545
1,43,43.9339,0.0,2.0535,0.8672
1,44,47.2519,0.0,1.9865,0.8467
1,45,45.8666,0.0,2.1369,0.8566
1,46,43.5375,0.0,2.0363,0.8653
1,47,46.0241,0.0,2.1818,0.8589
1,48,43.3411,0.0,2.1086,0.8610
1,49,48.1948,0.0,2.2688,0.8565
1,50,43.3422,0.0,2.0074,0.8567
1,51,46.2938,0.0,2.1291,0.8614
1,52,44.2349,0.0,2.0364,0.8632
1,53,44.1387,0.0,2.7415,0.8698
1,54,44.6449,0.0,2.7883,0.8670
1,55,42.7631,0.0,2.1676,0.8547
1,56,40.6350,0.0,2.0813,0.8765
1,57,41.8480,0.0,2.1084,0.8637
1,58,39.4881,0.0,2.1646,0.8769
1,59,42.0998,0.0,2.0646,0.8682
1,60,40.8744,0.0,2.1418,0.8740
