eval_exp,training_exp,Loss_Exp,Time_Exp,RelativeDistance_Exp,R2Score_Exp,Forgetting_Exp,BWT_Exp
0.0,0.0,0.39022258,0.013915887,0.0029063555,0.0016036968,0.0,0.0
0.0,0.0,0.51815337,0.0145236645,0.02512265,0.0014787999,0.0,0.0
0.0,0.0,1.1168813,0.026921118,0.023080759,0.005027427,0.0,0.0
0.0,0.0,2.2761436,0.022112483,0.05965952,0.008210468,0.0,0.0
0.0,0.0,2.4523726,0.009394281,0.041260343,0.009308978,0.0,0.0
0.0,0.0,1.9479579,0.025177509,0.043325197,0.00479297,0.0,0.0
0.0,0.0,2.1322396,0.023354286,0.0659665,0.009682544,0.0,0.0
0.0,0.0,2.0510938,0.021149985,0.07778696,0.007988751,0.0,0.0
0.0,0.0,3.4393923,0.007369362,0.034364846,0.010414029,0.0,0.0
0.0,0.0,2.3505569,0.0061995964,0.08172061,0.006886227,0.0,0.0
0.0,0.0,0.35986066,0.02824455,0.011734863,0.001862802,0.001640122,0.001640122
0.0,0.0,0.3842776,0.028570829,0.011933783,0.0013910615,0.0,0.0
0.0,0.0,0.6206559,0.04132991,0.032621916,0.0047240783,0.0,0.0
0.0,0.0,0.6422225,0.013838175,0.07544977,0.0034572436,0.0,0.0
0.0,0.0,1.851266,0.005635322,0.065819964,0.0068619917,0.0,0.0
0.0,0.0,0.8688331,0.0076574716,0.0799313,0.003152269,0.0,0.0
0.0,0.0,1.5593878,0.01046073,0.12486103,0.0064575565,0.0,0.0
0.0,0.0,1.2502884,0.014735922,0.13930184,0.0047869734,0.0,0.0
0.0,0.0,2.196255,0.008835264,0.070380725,0.0063100504,0.0,0.0
0.0,0.0,3.277921,0.0071611805,0.14045334,0.016631147,0.0,0.0
0.0,0.0,0.6147844,0.0150881605,0.033318553,0.0026697381,0.0042819385,0.0042819385
0.0,0.0,0.55832994,0.019048952,0.032821838,0.00188878,0.0010304733,0.0010304733
0.0,0.0,0.2976627,0.014311715,0.047367115,0.0017649403,0.0,0.0
0.0,0.0,0.41608772,0.023981972,0.05222631,0.00090277474,0.0,0.0
0.0,0.0,1.461773,0.0052001807,0.063935064,0.005632261,0.0,0.0
0.0,0.0,1.2029343,0.0061524403,0.08143309,0.0034061503,0.0,0.0
0.0,0.0,1.2786653,0.013787049,0.1047499,0.0047662244,0.0,0.0
0.0,0.0,1.6871368,0.017828211,0.10978604,0.005223986,0.0,0.0
0.0,0.0,1.5435735,0.006178593,0.049684722,0.0018978649,0.0,0.0
0.0,0.0,2.3904486,0.0050111753,0.13537258,0.008485097,0.0,0.0
0.0,0.0,0.8406912,0.01645554,0.0364246,0.0030008391,0.004312409,0.004312409
0.0,0.0,0.4473538,0.01704206,0.042899624,0.0014754289,0.0008377798,0.0008377798
0.0,0.0,0.25613767,0.01522192,0.033252537,0.0015049949,0.00057172985,0.00057172985
0.0,0.0,0.43536237,0.0092193745,0.04943729,0.0021082985,0.0,0.0
0.0,0.0,1.4266286,0.022088725,0.044580393,0.0045489077,0.0,0.0
0.0,0.0,0.98510605,0.006124949,0.038194016,0.002442318,0.0,0.0
0.0,0.0,1.1391021,0.00526688,0.05088688,0.004434534,0.0,0.0
0.0,0.0,1.1092746,0.014358794,0.06192727,0.0030743906,0.0,0.0
0.0,0.0,1.6287316,0.0029941604,0.026678111,0.0028110314,0.0,0.0
0.0,0.0,0.90934944,0.0042405776,0.031416643,0.0036817142,0.0,0.0
0.0,0.0,0.84891504,0.010806133,0.029609164,0.0031403636,0.0045947656,0.0045947656
0.0,0.0,0.4953788,0.018118013,0.038835578,0.0015254125,0.0011056672,0.0011056672
0.0,0.0,0.19924463,0.025494844,0.034365732,0.0008525761,0.0018005208,0.0018005208
0.0,0.0,0.49217612,0.023289807,0.05502463,0.002315717,0.0012833062,0.0012833062
0.0,0.0,0.6446635,0.008825247,0.046459958,0.0020006138,0.0,0.0
0.0,0.0,0.931151,0.008431897,0.054204527,0.002931714,0.0,0.0
0.0,0.0,0.6720249,0.0152142225,0.077220276,0.0028331687,0.0,0.0
0.0,0.0,1.0831066,0.03362878,0.07504816,0.0033566286,0.0,0.0
0.0,0.0,0.76184434,0.008175381,0.036285423,0.0025887901,0.0,0.0
0.0,0.0,1.2032957,0.005599554,0.03262218,0.004041888,0.0,0.0
0.0,0.0,1.0094421,0.023224613,0.0399165,0.003556932,0.005076908,0.005076908
0.0,0.0,0.42028773,0.0113455895,0.06013741,0.0014754216,0.00125499,0.00125499
0.0,0.0,0.41861248,0.010004593,0.049631763,0.0018184934,0.0022472204,0.0022472204
0.0,0.0,0.34074825,0.0040339218,0.08349242,0.0019841616,0.001261943,0.001261943
0.0,0.0,0.47861478,0.007118766,0.060440682,0.00118821,0.0012813568,0.0012813568
0.0,0.0,0.66727954,0.010822892,0.0640419,0.0028217959,0.0,0.0
0.0,0.0,0.38745245,0.014856981,0.08725277,0.0020068658,0.0,0.0
0.0,0.0,0.5238944,0.027581513,0.08175044,0.0014359138,0.0,0.0
0.0,0.0,0.7380158,0.013850338,0.043075595,0.002974469,0.0,0.0
0.0,0.0,0.92357135,0.005415948,0.056854162,0.0033018945,0.0,0.0
0.0,0.0,1.9424351,0.03355075,0.056056865,0.0073492806,0.008873556,0.008873556
0.0,0.0,0.6954153,0.005203125,0.08217716,0.0021787353,0.003330165,0.003330165
0.0,0.0,0.37280768,0.024173953,0.05366949,0.0011776419,0.002453951,0.002453951
0.0,0.0,0.5582087,0.025117824,0.09053572,0.0021787353,0.002100595,0.002100595
0.0,0.0,0.54884917,0.022328168,0.062980905,0.002121321,0.002057152,0.002057152
0.0,0.0,0.8062833,0.00784263,0.048363667,0.0035629964,0.00082613557,0.00082613557
0.0,0.0,0.46250102,0.016135672,0.065662906,0.0020500047,0.0,0.0
0.0,0.0,0.67797184,0.0077192564,0.05824102,0.002038839,0.0,0.0
0.0,0.0,0.40614507,0.005895071,0.03533536,0.0009390843,0.0,0.0
0.0,0.0,0.5707517,0.005984145,0.020972079,0.0021821735,0.0,0.0
0.0,0.0,1.3976004,0.045715883,0.031074539,0.0050835614,0.0067098797,0.0067098797
0.0,0.0,0.43755278,0.012468059,0.059756596,0.0009836085,0.0022566568,0.0022566568
0.0,0.0,0.42118505,0.02583491,0.03265687,0.0015499962,0.0018768323,0.0018768323
0.0,0.0,0.29315728,0.015513623,0.05950405,0.0015960864,0.00054083264,0.00054083264
0.0,0.0,0.5804933,0.013938618,0.04509175,0.0020849116,0.0018417046,0.0018417046
0.0,0.0,0.4963083,0.016773248,0.043087557,0.0026280775,0.00077902176,0.00077902176
0.0,0.0,0.43634155,0.02116913,0.061394,0.0014247829,0.0011497282,0.0011497282
0.0,0.0,0.4056483,0.029694024,0.054474536,0.0010848384,0.0,0.0
0.0,0.0,0.4861414,0.008585853,0.029131286,0.0010917286,0.0,0.0
0.0,0.0,0.76390743,0.0103902295,0.031012278,0.0030531678,0.0,0.0
