training_exp,epoch,lr,Loss_Epoch,Time_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,257.1090,0.8925,3.2876,-0.0582
0,1,0.002,184.7342,0.6093,3.6483,0.2160
0,2,0.002,159.9838,0.5441,3.4940,0.3200
0,3,0.002,145.1865,0.4928,3.5618,0.3948
0,4,0.002,131.7423,0.5535,2.8813,0.4552
0,5,0.002,121.3697,0.5299,2.5358,0.4996
0,6,0.002,112.5614,0.4247,2.2536,0.5419
0,7,0.002,105.3917,0.3926,2.0893,0.5695
0,8,0.002,99.3822,0.5252,1.9076,0.5944
0,9,0.002,95.9030,0.4992,1.8536,0.6055
0,10,0.002,90.5718,0.4206,1.7933,0.6296
0,11,0.002,85.8974,0.3738,1.7119,0.6491
0,12,0.002,81.9022,0.5464,1.6575,0.6671
0,13,0.002,78.5063,0.5534,1.5525,0.6799
0,14,0.002,75.9268,0.4001,1.5220,0.6893
0,15,0.002,73.2693,0.3710,1.5071,0.7033
0,16,0.002,70.7873,0.5221,1.4613,0.7123
0,17,0.002,68.0869,0.5317,1.4084,0.7214
0,18,0.002,65.0987,0.3879,1.3695,0.7349
0,19,0.002,63.2821,0.3975,1.3439,0.7414
0,20,0.002,62.5921,0.5531,1.3016,0.7444
0,21,0.002,60.0708,0.5498,1.2931,0.7526
0,22,0.002,58.7713,0.4530,1.2667,0.7589
0,23,0.002,57.5449,0.4092,1.2472,0.7628
0,24,0.002,56.4485,0.5450,1.1947,0.7665
0,25,0.002,54.9282,0.5757,1.1897,0.7725
0,26,0.002,54.5015,0.4308,1.1685,0.7738
0,27,0.002,53.1105,0.3966,1.1610,0.7789
0,28,0.002,52.7874,0.6010,1.1365,0.7811
0,29,0.002,51.7119,0.5710,1.1463,0.7847
0,30,0.002,50.4812,0.4071,1.1235,0.7895
0,31,0.002,50.0364,0.4256,1.0991,0.7911
0,32,0.002,49.6994,0.5396,1.0916,0.7927
0,33,0.002,48.7623,0.5473,1.0586,0.7957
0,34,0.002,47.8033,0.4231,1.0959,0.7995
0,35,0.002,47.1743,0.4236,1.0773,0.8018
0,36,0.002,47.0236,0.5667,1.0577,0.8016
0,37,0.002,46.1448,0.5416,1.0632,0.8077
0,38,0.002,45.7039,0.4607,1.0686,0.8072
0,39,0.002,45.7272,0.4199,1.0270,0.8078
0,40,0.002,45.2533,0.5655,1.0528,0.8090
0,41,0.002,45.3631,0.5596,1.0387,0.8078
0,42,0.002,44.3231,0.4235,1.0059,0.8141
0,43,0.002,43.4033,0.4751,0.9943,0.8155
0,44,0.002,44.0234,0.5620,0.9955,0.8153
0,45,0.002,42.7513,0.5777,1.0080,0.8200
0,46,0.002,42.2121,0.4365,1.0096,0.8213
0,47,0.002,41.7814,0.4666,0.9957,0.8235
0,48,0.002,42.4008,0.5749,0.9616,0.8202
0,49,0.002,41.5303,0.5679,0.9890,0.8239
0,50,0.002,40.5669,0.4261,0.9612,0.8273
0,51,0.002,41.3497,0.4295,1.0017,0.8235
0,52,0.002,40.6219,0.5746,0.9618,0.8275
0,53,0.002,40.1267,0.5508,0.9704,0.8310
0,54,0.002,39.6955,0.4256,0.9524,0.8318
0,55,0.002,39.6598,0.4345,0.9591,0.8324
0,56,0.002,39.7543,0.5474,0.9666,0.8309
0,57,0.002,39.4697,0.5467,0.9283,0.8314
0,58,0.002,39.2547,0.4272,0.9474,0.8331
0,59,0.002,38.3257,0.4281,0.9510,0.8366
0,60,0.002,38.3922,0.5683,0.9320,0.8363
0,61,0.002,38.7537,0.5740,0.9300,0.8358
0,62,0.002,38.4623,0.4607,0.9448,0.8361
0,63,0.002,37.7606,0.4264,0.9484,0.8380
0,64,0.002,37.3706,0.5503,0.9225,0.8426
0,65,0.002,37.3759,0.5712,0.9569,0.8392
0,66,0.002,37.0879,0.4362,0.9134,0.8416
0,67,0.002,37.0829,0.4238,0.9127,0.8419
0,68,0.002,36.9864,0.5826,0.9157,0.8435
0,69,0.002,36.8960,0.6229,0.8981,0.8420
0,70,0.002,36.1729,0.4349,0.8869,0.8472
0,71,0.002,36.3265,0.4287,0.9068,0.8462
0,72,0.002,35.7999,0.5882,0.8758,0.8469
0,73,0.002,35.9270,0.5591,0.8978,0.8462
0,74,0.002,35.2766,0.4049,0.8920,0.8488
0,75,0.002,35.6502,0.4104,0.8821,0.8478
0,76,0.002,35.3884,0.5974,0.8783,0.8484
0,77,0.002,34.8976,0.5935,0.8967,0.8507
0,78,0.002,35.0792,0.4082,0.8855,0.8509
0,79,0.002,34.4967,0.4487,0.8439,0.8524
0,80,0.002,34.8811,0.5443,0.8616,0.8509
0,81,0.002,35.1218,0.5926,0.8625,0.8505
0,82,0.002,34.1594,0.4256,0.8712,0.8534
0,83,0.002,33.5412,0.4173,0.8637,0.8574
0,84,0.002,34.1347,0.5362,0.8551,0.8536
0,85,0.002,33.5681,0.5702,0.8664,0.8557
0,86,0.002,34.3258,0.3882,0.8419,0.8531
0,87,0.002,34.2187,0.3965,0.8862,0.8532
0,88,0.002,33.8719,0.5646,0.8477,0.8549
0,89,0.002,33.7124,0.5641,0.8592,0.8541
0,90,0.002,33.1053,0.4561,0.8653,0.8582
0,91,0.002,32.5978,0.4035,0.8384,0.8599
0,92,0.002,33.1127,0.5612,0.8299,0.8595
0,93,0.002,32.6297,0.5285,0.8299,0.8597
0,94,0.002,33.2187,0.4606,0.8530,0.8562
0,95,0.002,33.0840,0.3973,0.8377,0.8579
0,96,0.002,32.5311,0.5507,0.8240,0.8610
0,97,0.002,33.5033,0.5536,0.8713,0.8556
0,98,0.002,32.5125,0.3899,0.8247,0.8599
0,99,0.002,32.7334,0.4083,0.8366,0.8590
0,100,0.002,32.5867,0.5676,0.8431,0.8594
0,101,0.002,33.3407,0.5683,0.8544,0.8555
0,102,0.002,32.6847,0.4140,0.8442,0.8586
0,103,0.002,32.3156,0.4036,0.8242,0.8616
0,104,0.002,32.1612,0.5563,0.8276,0.8606
0,105,0.002,31.8133,0.5549,0.8475,0.8634
0,106,0.002,31.8716,0.4020,0.8105,0.8631
0,107,0.002,31.8648,0.4178,0.8164,0.8642
0,108,0.002,31.2878,0.5344,0.8233,0.8652
0,109,0.002,31.3457,0.5965,0.8260,0.8655
0,110,0.002,30.7544,0.3938,0.7955,0.8674
0,111,0.002,31.0056,0.4340,0.8037,0.8662
0,112,0.002,31.2946,0.5435,0.8069,0.8658
0,113,0.002,31.0941,0.5525,0.8239,0.8656
0,114,0.002,31.4511,0.4037,0.7928,0.8656
0,115,0.002,30.9868,0.4694,0.8404,0.8661
0,116,0.002,30.7414,0.5581,0.8142,0.8688
0,117,0.002,30.4125,0.5478,0.7999,0.8699
0,118,0.002,30.7869,0.4026,0.8229,0.8674
0,119,0.002,30.8278,0.4633,0.8077,0.8674
0,120,0.002,30.4807,0.5894,0.7938,0.8686
0,121,0.002,30.7149,0.5491,0.8039,0.8676
0,122,0.002,30.5205,0.4211,0.8156,0.8691
0,123,0.002,29.7012,0.4234,0.7975,0.8722
0,124,0.002,30.0755,0.5988,0.7921,0.8702
0,125,0.002,29.7715,0.6072,0.7896,0.8710
0,126,0.002,29.9228,0.3839,0.7966,0.8706
0,127,0.002,30.2956,0.4023,0.7889,0.8696
0,128,0.002,29.8528,0.5982,0.7919,0.8712
0,129,0.002,29.7999,0.5850,0.8027,0.8709
0,130,0.002,29.7819,0.4138,0.7835,0.8718
0,131,0.002,29.3560,0.4107,0.7853,0.8730
0,132,0.002,29.6054,0.5282,0.7710,0.8720
0,133,0.002,29.8579,0.5527,0.7759,0.8695
0,134,0.002,29.8580,0.3897,0.7923,0.8713
0,135,0.002,29.2164,0.3997,0.7883,0.8733
0,136,0.002,29.4227,0.5960,0.7777,0.8731
0,137,0.002,29.3043,0.5836,0.7743,0.8736
0,138,0.002,29.2797,0.4009,0.7863,0.8737
0,139,0.002,29.7406,0.4309,0.7770,0.8713
0,140,0.002,28.8382,0.5704,0.7600,0.8753
0,141,0.002,28.6300,0.6247,0.7702,0.8754
0,142,0.002,29.0884,0.4026,0.7715,0.8742
0,143,0.002,29.0502,0.4387,0.7803,0.8744
0,144,0.002,28.9305,0.5700,0.7698,0.8748
0,145,0.002,29.2358,0.5704,0.7924,0.8734
0,146,0.002,28.3469,0.4435,0.7606,0.8768
0,147,0.002,28.9987,0.4099,0.7546,0.8747
0,148,0.002,28.2767,0.5317,0.7696,0.8785
0,149,0.002,29.1041,0.5462,0.7597,0.8734
0,150,0.002,28.5585,0.4457,0.7713,0.8764
0,151,0.002,28.9449,0.4767,0.7615,0.8745
0,152,0.002,28.5548,0.6147,0.7448,0.8764
0,153,0.002,28.1167,0.6555,0.7667,0.8787
0,154,0.002,28.3177,0.5055,0.7628,0.8776
0,155,0.002,28.0028,0.4896,0.7472,0.8783
0,156,0.002,28.5798,0.6854,0.7748,0.8765
0,157,0.002,28.3371,0.6297,0.7437,0.8773
0,158,0.002,28.4109,0.4827,0.7556,0.8782
0,159,0.002,28.2903,0.5255,0.7702,0.8779
0,160,0.002,27.8122,0.6296,0.7544,0.8797
0,161,0.002,28.1149,0.6387,0.7782,0.8773
0,162,0.002,27.8613,0.4856,0.7397,0.8788
0,163,0.002,27.3478,0.4788,0.7645,0.8810
0,164,0.002,27.5281,0.6514,0.7723,0.8819
0,165,0.002,27.6093,0.6909,0.7516,0.8806
0,166,0.002,26.9966,0.4647,0.7490,0.8836
0,167,0.002,27.6040,0.5180,0.7538,0.8812
0,168,0.002,27.0616,0.6150,0.7502,0.8835
0,169,0.002,27.0804,0.6686,0.7533,0.8827
0,170,0.002,27.6768,0.5012,0.7418,0.8806
0,171,0.002,27.7062,0.4774,0.7527,0.8791
0,172,0.002,27.5664,0.6029,0.7591,0.8809
0,173,0.002,27.4375,0.6697,0.7374,0.8812
0,174,0.002,27.5900,0.5260,0.7633,0.8811
0,175,0.002,27.3324,0.4575,0.7381,0.8813
0,176,0.002,27.5176,0.6471,0.7366,0.8809
0,177,0.002,26.8544,0.6204,0.7357,0.8830
0,178,0.002,27.6772,0.5551,0.7536,0.8784
0,179,0.002,26.3570,0.4023,0.7376,0.8855
0,180,0.002,27.5927,0.5950,0.7471,0.8805
0,181,0.002,26.8754,0.5925,0.7579,0.8845
0,182,0.002,26.8821,0.4641,0.7433,0.8829
0,183,0.002,26.6098,0.4032,0.7422,0.8844
0,184,0.002,26.8762,0.5943,0.7578,0.8823
0,185,0.001,26.5470,0.6226,0.7324,0.8841
0,186,0.001,26.6054,0.4940,0.7372,0.8844
0,187,0.001,26.4347,0.4331,0.7569,0.8854
0,188,0.001,26.1871,0.5776,0.7438,0.8850
0,189,0.001,26.3502,0.5586,0.7264,0.8857
0,190,0.001,26.0075,0.4401,0.7198,0.8868
0,191,0.001,26.1707,0.4300,0.7182,0.8863
0,192,0.001,26.5114,0.5670,0.7342,0.8845
0,193,0.001,25.5378,0.5992,0.7306,0.8888
0,194,0.001,26.0436,0.3920,0.7395,0.8862
0,195,0.001,25.4350,0.4157,0.7256,0.8900
0,196,0.001,26.0661,0.5678,0.7436,0.8869
0,197,0.001,25.6634,0.5761,0.7307,0.8893
0,198,0.001,26.1692,0.6012,0.7299,0.8859
0,199,0.001,25.7096,0.4522,0.7230,0.8880
1,0,0.002,269.4731,0.0378,0.5901,0.4661
1,1,0.002,295.6808,0.0292,0.7029,0.4344
1,2,0.002,432.7432,0.0251,0.5075,0.1850
1,3,0.002,271.1093,0.0284,0.5316,0.5343
1,4,0.002,491.0236,0.0247,0.8730,0.1065
1,5,0.002,282.9772,0.0325,0.4922,0.5478
1,6,0.002,413.0653,0.0340,0.5126,0.3133
1,7,0.002,323.3777,0.0262,0.5246,0.4717
1,8,0.002,325.9094,0.0264,0.6833,0.4998
1,9,0.002,332.1219,0.0294,0.6975,0.4546
1,10,0.002,277.9556,0.0298,0.5265,0.5521
1,11,0.002,329.4289,0.0255,0.4917,0.4621
1,12,0.002,287.3055,0.1764,0.5018,0.5256
1,13,0.002,263.4562,0.0362,0.5828,0.5615
1,14,0.002,312.4531,0.0260,0.6490,0.4800
1,15,0.002,246.4027,0.0359,0.5351,0.5929
1,16,0.002,282.3888,0.0293,0.4918,0.5113
1,17,0.002,275.4507,0.0262,0.4895,0.5299
1,18,0.002,255.4878,0.0283,0.5690,0.5599
1,19,0.002,261.0161,0.0285,0.5998,0.5546
1,20,0.002,242.6934,0.0278,0.5590,0.5864
1,21,0.002,258.2626,0.0374,0.4991,0.5623
1,22,0.002,252.8730,0.0278,0.5089,0.5695
1,23,0.002,242.9355,0.0379,0.5413,0.5874
1,24,0.002,249.4311,0.0342,0.5554,0.5706
1,25,0.002,244.5372,0.0355,0.5446,0.5833
1,26,0.002,250.0114,0.0346,0.5107,0.5692
1,27,0.002,252.0401,0.0269,0.4991,0.5572
1,28,0.002,240.6031,0.0335,0.5562,0.5914
1,29,0.002,244.9532,0.0335,0.5714,0.5842
1,30,0.002,237.7365,0.0283,0.5363,0.5887
1,31,0.002,236.4000,0.0322,0.5010,0.5930
1,32,0.002,241.0396,0.0270,0.5019,0.5835
1,33,0.002,240.4395,0.0329,0.5264,0.5824
1,34,0.002,243.0713,0.0273,0.5538,0.5790
1,35,0.002,240.7197,0.0455,0.5324,0.5866
1,36,0.002,239.5251,0.0261,0.5232,0.5846
1,37,0.002,233.9785,0.0394,0.5060,0.5932
1,38,0.002,233.8758,0.0276,0.5355,0.5911
1,39,0.002,234.3726,0.0266,0.5502,0.5896
1,40,0.002,230.3233,0.0270,0.5326,0.5969
1,41,0.002,236.9422,0.0300,0.5245,0.5811
1,42,0.002,242.5535,0.0286,0.5064,0.5777
1,43,0.002,227.7392,0.0298,0.5089,0.6068
1,44,0.002,227.8647,0.0264,0.5265,0.6043
1,45,0.002,229.4691,0.0345,0.5178,0.5971
