training_exp,epoch,lr,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,254.0278,3.2354,-0.0479
0,1,0.002,181.1230,3.7756,0.2087
0,2,0.002,157.7458,3.5119,0.3136
0,3,0.002,143.4022,3.4711,0.3907
0,4,0.002,130.9773,2.8781,0.4548
0,5,0.002,120.4689,2.5489,0.5055
0,6,0.002,112.3561,2.2914,0.5406
0,7,0.002,104.4249,2.0655,0.5717
0,8,0.002,99.6051,1.9599,0.5925
0,9,0.002,94.4585,1.8824,0.6121
0,10,0.002,89.9740,1.7869,0.6316
0,11,0.002,85.0322,1.7226,0.6527
0,12,0.002,81.3254,1.6436,0.6671
0,13,0.002,77.6001,1.5748,0.6836
0,14,0.002,74.2705,1.5434,0.6968
0,15,0.002,72.1610,1.4972,0.7043
0,16,0.002,68.4130,1.4676,0.7209
0,17,0.002,67.1312,1.4086,0.7258
0,18,0.002,65.3304,1.3955,0.7330
0,19,0.002,62.8414,1.3455,0.7421
0,20,0.002,61.1210,1.3391,0.7492
0,21,0.002,59.9026,1.2766,0.7525
0,22,0.002,58.6405,1.2621,0.7570
0,23,0.002,57.1917,1.2497,0.7639
0,24,0.002,56.5597,1.2216,0.7652
0,25,0.002,54.9146,1.2145,0.7706
0,26,0.002,54.1151,1.2064,0.7744
0,27,0.002,52.8480,1.1840,0.7794
0,28,0.002,52.3430,1.1625,0.7816
0,29,0.002,51.4041,1.1244,0.7859
0,30,0.002,51.5004,1.1561,0.7854
0,31,0.002,50.2169,1.1413,0.7905
0,32,0.002,49.3446,1.0955,0.7939
0,33,0.002,48.6107,1.0795,0.7958
0,34,0.002,47.8177,1.0764,0.7991
0,35,0.002,47.3039,1.0793,0.8010
0,36,0.002,47.4372,1.0722,0.8005
0,37,0.002,46.1556,1.0587,0.8047
0,38,0.002,45.9276,1.0183,0.8050
0,39,0.002,45.7109,1.0816,0.8078
0,40,0.002,45.1017,1.0392,0.8101
0,41,0.002,44.6600,1.0178,0.8108
0,42,0.002,43.7272,1.0306,0.8135
0,43,0.002,44.7864,1.0210,0.8098
0,44,0.002,43.9078,1.0181,0.8139
0,45,0.002,43.4442,1.0139,0.8172
0,46,0.002,42.9112,0.9982,0.8188
0,47,0.002,42.6249,0.9728,0.8194
0,48,0.002,42.2056,0.9785,0.8203
0,49,0.002,41.8692,0.9989,0.8220
0,50,0.002,41.3527,0.9955,0.8265
0,51,0.002,41.1464,0.9928,0.8251
0,52,0.002,41.1742,0.9546,0.8251
0,53,0.002,40.2906,0.9541,0.8290
0,54,0.002,40.5800,0.9685,0.8276
0,55,0.002,40.0158,0.9512,0.8290
0,56,0.002,40.0338,0.9445,0.8300
0,57,0.002,39.2733,0.9538,0.8317
0,58,0.002,39.4931,0.9482,0.8325
0,59,0.002,38.8863,0.9459,0.8339
0,60,0.002,39.2558,0.9459,0.8335
0,61,0.002,38.2141,0.9541,0.8368
0,62,0.002,37.7877,0.9560,0.8381
0,63,0.002,37.9718,0.9292,0.8384
0,64,0.002,37.7261,0.9355,0.8382
0,65,0.002,38.0833,0.9059,0.8367
0,66,0.002,37.7421,0.9344,0.8388
0,67,0.002,37.6916,0.9273,0.8392
0,68,0.002,37.6353,0.9144,0.8392
0,69,0.002,37.0958,0.9040,0.8418
0,70,0.002,37.1687,0.9203,0.8419
0,71,0.002,37.0650,0.9241,0.8405
0,72,0.002,35.8119,0.9026,0.8477
0,73,0.002,36.7165,0.8906,0.8433
0,74,0.002,35.7235,0.9038,0.8471
0,75,0.002,35.9464,0.9071,0.8460
0,76,0.002,36.0340,0.8979,0.8462
0,77,0.002,35.1759,0.9087,0.8486
0,78,0.002,35.2006,0.9001,0.8494
0,79,0.002,34.5855,0.8867,0.8521
0,80,0.002,34.5336,0.8730,0.8527
0,81,0.002,34.3575,0.8571,0.8546
0,82,0.002,34.6978,0.8809,0.8504
0,83,0.002,34.1035,0.8774,0.8529
0,84,0.002,33.9131,0.8695,0.8555
0,85,0.002,34.2752,0.8808,0.8534
