training_exp,epoch,Loss_Epoch,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,314.1951,0.0,3.9449,0.1091
0,1,193.9704,0.0,2.0617,0.5905
0,2,157.2838,0.0,1.2781,0.6085
0,3,143.5153,0.0,1.5030,0.6130
0,4,140.4097,0.0,1.7466,0.7057
0,5,120.3477,0.0,1.0768,0.5546
0,6,121.4981,0.0,1.8468,0.6345
0,7,109.9674,0.0,1.4885,0.7582
0,8,113.0687,0.0,1.3419,0.7618
0,9,98.9920,0.0,1.3344,0.7844
0,10,102.9880,0.0,1.6444,-0.2918
0,11,102.0009,0.0,1.1905,0.7852
0,12,98.7990,0.0,1.4105,0.7581
0,13,93.8247,0.0,1.6284,0.7883
0,14,90.9658,0.0,1.1478,0.7991
0,15,107.2484,0.0,1.3013,0.7416
0,16,89.6989,0.0,1.2717,0.8125
0,17,90.3790,0.0,1.2616,0.8011
0,18,82.8099,0.0,5.1330,0.5869
0,19,79.3050,0.0,1.1720,0.8354
0,20,80.0308,0.0,1.1416,0.8258
0,21,83.7111,0.0,1.1315,0.7849
0,22,81.3959,0.0,1.1923,0.8298
0,23,91.0771,0.0,1.2757,0.7477
0,24,88.0094,0.0,1.6559,0.7854
0,25,83.9087,0.0,1.4498,0.7213
0,26,79.2513,0.0,0.9226,0.8255
0,27,103.9009,0.0,1.2477,-0.1999
0,28,93.0645,0.0,1.1580,0.7999
0,29,76.6981,0.0,1.0607,0.2575
0,30,76.9659,0.0,1.2546,0.7827
0,31,73.8040,0.0,1.4355,0.7407
0,32,71.2629,0.0,1.0294,0.8171
0,33,74.6626,0.0,1.2209,0.8453
0,34,77.6205,0.0,1.1521,0.7746
0,35,74.1934,0.0,1.0436,0.8299
0,36,78.5499,0.0,1.2393,0.8048
0,37,75.6377,0.0,1.0992,0.8372
0,38,78.8914,0.0,1.1976,0.8366
0,39,74.9309,0.0,1.0561,0.8359
0,40,75.3604,0.0,1.2729,0.8445
0,41,74.3510,0.0,1.0200,0.8365
0,42,69.1527,0.0,1.1203,0.7784
0,43,66.9219,0.0,1.1949,0.8581
0,44,70.8788,0.0,1.1279,0.8090
0,45,67.5424,0.0,1.1453,0.8024
0,46,66.5322,0.0,1.0111,0.8623
0,47,69.5665,0.0,1.2601,0.8546
0,48,69.9788,0.0,1.0315,0.8165
0,49,79.2687,0.0,1.0838,0.7486
0,50,72.2186,0.0,1.6834,0.7829
0,51,72.0832,0.0,1.1000,0.8446
0,52,67.9855,0.0,1.0925,0.8593
0,53,67.8250,0.0,1.3822,0.8284
0,54,65.5727,0.0,0.9419,0.8635
0,55,63.9648,0.0,1.0327,0.8493
0,56,68.5762,0.0,1.2147,0.8210
0,57,68.7788,0.0,1.1979,0.8321
0,58,85.1936,0.0,1.2285,0.7638
0,59,69.7693,0.0,1.0689,0.8419
0,60,82.8970,0.0,1.4049,0.7024
0,61,76.4180,0.0,1.1601,0.8206
0,62,76.2219,0.0,1.1639,0.6307
0,63,72.1295,0.0,1.2763,0.7889
0,64,72.7231,0.0,1.2966,0.8357
0,65,68.5267,0.0,1.1009,0.8562
0,66,75.9939,0.0,1.0228,0.8386
0,67,69.0007,0.0,1.2040,0.8297
0,68,67.6161,0.0,1.3021,0.6435
0,69,66.0288,0.0,1.2120,0.8629
0,70,64.2895,0.0,1.1215,0.8409
0,71,67.5757,0.0,1.1281,0.8529
0,72,62.4007,0.0,1.0726,0.8683
0,73,62.8761,0.0,1.6382,0.7500
0,74,62.6612,0.0,1.1960,0.8679
0,75,61.6649,0.0,1.2026,0.8603
0,76,62.0873,0.0,1.5517,0.7953
0,77,63.2302,0.0,1.1171,0.8587
0,78,61.4460,0.0,1.0780,0.8634
0,79,63.9579,0.0,1.1264,0.8659
0,80,58.8452,0.0,1.1214,0.8132
0,81,60.0564,0.0,1.1151,0.8021
0,82,61.3797,0.0,1.0662,0.8511
0,83,59.4899,0.0,1.1493,0.8271
0,84,59.7498,0.0,1.1258,0.8347
0,85,59.4489,0.0,1.1814,0.8487
0,86,60.7828,0.0,1.0822,0.8596
0,87,66.5958,0.0,1.1495,0.8292
0,88,62.8318,0.0,1.0752,0.8447
0,89,61.9418,0.0,1.3136,0.5752
0,90,58.8449,0.0,1.1718,0.8607
0,91,57.3855,0.0,1.3301,0.8685
0,92,60.0804,0.0,1.0306,0.7961
0,93,61.3204,0.0,1.3888,0.8406
0,94,58.9581,0.0,1.1992,0.8656
0,95,60.7100,0.0,1.1777,0.7818
0,96,60.8992,0.0,1.1340,0.8574
0,97,58.2884,0.0,1.3637,0.8780
0,98,61.0224,0.0,1.0999,0.8583
0,99,59.8589,0.0,1.0667,0.8650
0,100,62.7461,0.0,1.0682,0.8657
0,101,57.6066,0.0,1.2060,0.8222
0,102,56.5765,0.0,1.1535,0.8172
0,103,60.3384,0.0,1.0567,0.8509
0,104,57.5032,0.0,1.1659,0.8648
0,105,58.3482,0.0,1.1710,0.5030
0,106,57.7056,0.0,1.0952,0.8747
0,107,58.7417,0.0,1.1307,0.7921
0,108,58.6290,0.0,1.2278,-1.9004
0,109,58.5650,0.0,1.1396,0.8733
0,110,60.1124,0.0,1.0560,0.8712
0,111,58.4103,0.0,1.0171,0.8760
0,112,58.3360,0.0,1.2193,0.8598
0,113,57.9321,0.0,1.1029,0.8767
0,114,58.2083,0.0,1.0849,0.8601
0,115,58.1711,0.0,1.0863,0.8763
0,116,53.4532,0.0,1.1609,0.7010
0,117,57.7030,0.0,1.1235,0.8405
0,118,56.1670,0.0,1.1002,0.5625
0,119,59.0785,0.0,1.1268,0.8730
0,120,57.3876,0.0,1.1276,0.8429
0,121,57.5282,0.0,1.1181,0.8746
0,122,57.8216,0.0,1.2684,0.8696
0,123,56.1977,0.0,1.0965,0.8738
0,124,57.1535,0.0,1.1211,0.8710
0,125,58.1354,0.0,1.0919,0.8518
0,126,56.8267,0.0,1.0706,0.8733
0,127,57.4431,0.0,1.1209,0.8352
0,128,56.8936,0.0,1.4138,0.8358
0,129,57.9730,0.0,1.1056,0.8535
0,130,57.9755,0.0,1.2160,0.8796
0,131,58.6764,0.0,1.1374,0.8521
0,132,56.2851,0.0,1.0884,0.8803
0,133,58.0331,0.0,1.1417,0.8060
0,134,59.8377,0.0,1.1583,0.8600
1,0,110.5114,0.0,2.2182,0.6649
1,1,83.2912,0.0,2.3307,0.7327
1,2,71.5894,0.0,2.0162,0.7592
1,3,72.7500,0.0,2.6828,0.7772
1,4,68.3587,0.0,1.8052,0.7866
1,5,64.0062,0.0,2.1972,0.8112
1,6,62.9883,0.0,2.4998,0.8083
1,7,62.4978,0.0,2.0231,0.8120
