training_exp,epoch,lr,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,255.8040,3.2141,-0.0554
0,1,0.002,182.7612,3.7741,0.2114
0,2,0.002,158.5105,3.4870,0.3150
0,3,0.002,143.0244,3.4110,0.3945
0,4,0.002,130.2153,2.8729,0.4572
0,5,0.002,119.6949,2.5015,0.5081
0,6,0.002,111.8010,2.2982,0.5451
0,7,0.002,104.1133,2.1279,0.5763
0,8,0.002,99.9267,2.0034,0.5913
0,9,0.002,94.2627,1.8810,0.6141
0,10,0.002,90.7452,1.8058,0.6300
0,11,0.002,86.2827,1.7568,0.6484
0,12,0.002,82.3376,1.6820,0.6661
0,13,0.002,78.6518,1.6342,0.6801
0,14,0.002,75.8212,1.5983,0.6921
0,15,0.002,72.9372,1.5579,0.7026
0,16,0.002,70.4143,1.4806,0.7141
0,17,0.002,68.0464,1.4656,0.7238
0,18,0.002,65.1013,1.3944,0.7326
0,19,0.002,63.5536,1.3431,0.7422
0,20,0.002,61.9087,1.3383,0.7458
0,21,0.002,60.5359,1.3447,0.7511
0,22,0.002,58.7077,1.2576,0.7582
0,23,0.002,56.9553,1.2271,0.7643
0,24,0.002,56.2926,1.2216,0.7667
0,25,0.002,55.5687,1.2242,0.7691
0,26,0.002,54.9356,1.1842,0.7721
0,27,0.002,53.7089,1.1858,0.7761
0,28,0.002,52.8025,1.1416,0.7790
0,29,0.002,51.6914,1.1403,0.7846
0,30,0.002,50.0468,1.1555,0.7901
0,31,0.002,50.6329,1.1286,0.7876
0,32,0.002,49.7649,1.1185,0.7907
0,33,0.002,48.4804,1.1018,0.7970
0,34,0.002,48.9921,1.0897,0.7928
0,35,0.002,47.7020,1.0815,0.7988
0,36,0.002,47.1188,1.0563,0.7995
0,37,0.002,47.1087,1.0519,0.8021
0,38,0.002,46.2592,1.0614,0.8040
0,39,0.002,45.8344,1.0516,0.8067
0,40,0.002,45.1752,1.0525,0.8096
0,41,0.002,45.7159,1.0445,0.8076
0,42,0.002,44.6860,1.0086,0.8120
0,43,0.002,43.9433,1.0242,0.8144
0,44,0.002,44.0240,1.0112,0.8135
0,45,0.002,42.9871,1.0035,0.8190
0,46,0.002,42.7473,0.9999,0.8194
0,47,0.002,42.6337,0.9976,0.8205
0,48,0.002,42.5724,1.0255,0.8202
0,49,0.002,41.1302,0.9596,0.8257
0,50,0.002,41.3537,0.9718,0.8245
0,51,0.002,41.4167,0.9907,0.8258
0,52,0.002,41.2286,0.9580,0.8250
0,53,0.002,40.7138,0.9902,0.8274
0,54,0.002,40.0112,0.9516,0.8295
0,55,0.002,39.5238,0.9686,0.8331
0,56,0.002,39.1316,0.9765,0.8347
0,57,0.002,39.9069,0.9451,0.8306
0,58,0.002,39.3210,0.9343,0.8324
0,59,0.002,38.2038,0.9376,0.8372
0,60,0.002,38.5992,0.9388,0.8350
0,61,0.002,38.2806,0.9442,0.8371
