training_exp,epoch,lr,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,331.8119,1.1235,-0.3130
0,1,0.002,248.3470,2.4257,0.0030
0,2,0.002,208.4948,4.0384,0.0874
0,3,0.002,191.5249,3.8567,0.1708
0,4,0.002,176.6926,3.4382,0.2370
0,5,0.002,165.5832,3.7228,0.2765
0,6,0.002,157.4663,3.7634,0.3152
0,7,0.002,151.0494,3.5035,0.3483
0,8,0.002,145.7833,3.4321,0.3792
0,9,0.002,140.8824,3.2804,0.4074
0,10,0.002,136.4525,3.0685,0.4293
0,11,0.002,133.7974,3.0120,0.4427
0,12,0.002,129.5977,2.8361,0.4613
0,13,0.002,127.7796,2.7036,0.4697
0,14,0.002,124.1881,2.5734,0.4859
0,15,0.002,121.0589,2.4275,0.4975
0,16,0.002,118.3364,2.3482,0.5097
0,17,0.002,113.9156,2.1657,0.5277
0,18,0.002,113.0604,2.1730,0.5312
0,19,0.002,110.1381,2.0351,0.5439
0,20,0.002,107.5942,2.0274,0.5558
0,21,0.002,105.0410,1.9202,0.5622
0,22,0.002,102.9730,1.8846,0.5738
0,23,0.002,101.4875,1.7824,0.5800
0,24,0.002,99.4866,1.7979,0.5911
0,25,0.002,97.0251,1.8025,0.6001
0,26,0.002,95.6883,1.7279,0.6046
0,27,0.002,94.0995,1.6392,0.6117
0,28,0.002,92.5144,1.6846,0.6171
0,29,0.002,91.4583,1.6447,0.6242
0,30,0.002,89.4439,1.6673,0.6312
0,31,0.002,88.0635,1.5972,0.6375
0,32,0.002,87.4912,1.6074,0.6422
0,33,0.002,85.3215,1.6081,0.6501
0,34,0.002,83.6193,1.5243,0.6557
0,35,0.002,83.1672,1.5699,0.6575
0,36,0.002,82.9917,1.5170,0.6602
0,37,0.002,81.4206,1.5238,0.6667
0,38,0.002,79.9752,1.4952,0.6694
0,39,0.002,78.7053,1.4836,0.6756
0,40,0.002,78.1864,1.5067,0.6771
0,41,0.002,76.9802,1.5168,0.6833
0,42,0.002,76.9793,1.4113,0.6834
0,43,0.002,75.2631,1.4649,0.6922
0,44,0.002,74.8802,1.4485,0.6906
0,45,0.002,73.9263,1.4365,0.6965
0,46,0.002,72.3375,1.4270,0.7027
0,47,0.002,72.4890,1.4209,0.7023
0,48,0.002,71.3884,1.3929,0.7063
0,49,0.002,71.6766,1.3667,0.7028
0,50,0.002,70.7258,1.4132,0.7085
