training_exp,epoch,lr,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,251.5516,3.2811,-0.0328
0,1,0.002,180.7764,3.6712,0.2300
0,2,0.002,158.3751,3.5831,0.3278
0,3,0.002,143.1069,3.4220,0.4017
0,4,0.002,130.9579,2.9143,0.4559
0,5,0.002,120.7379,2.5576,0.5032
0,6,0.002,112.5876,2.3195,0.5398
0,7,0.002,105.5584,2.1249,0.5676
0,8,0.002,99.6482,1.9659,0.5918
0,9,0.002,96.0031,1.9131,0.6078
0,10,0.002,90.3010,1.8148,0.6327
0,11,0.002,87.7389,1.7399,0.6433
0,12,0.002,83.3790,1.6980,0.6587
0,13,0.002,80.0384,1.6364,0.6749
0,14,0.002,77.1402,1.6146,0.6874
0,15,0.002,74.4774,1.5427,0.6952
0,16,0.002,71.2274,1.4851,0.7102
0,17,0.002,67.8396,1.4534,0.7233
0,18,0.002,65.8688,1.4183,0.7311
0,19,0.002,64.8227,1.3944,0.7363
0,20,0.002,62.7015,1.3683,0.7433
0,21,0.002,60.7120,1.3193,0.7516
0,22,0.002,59.8791,1.2747,0.7518
0,23,0.002,59.0640,1.2428,0.7567
0,24,0.002,58.3446,1.2326,0.7584
0,25,0.002,56.6015,1.2566,0.7664
0,26,0.002,55.6108,1.2471,0.7697
0,27,0.002,54.7953,1.2054,0.7730
0,28,0.002,53.4274,1.1910,0.7768
0,29,0.002,52.7834,1.1739,0.7797
0,30,0.002,51.6347,1.1450,0.7840
0,31,0.002,51.1807,1.1725,0.7868
0,32,0.002,50.6262,1.1099,0.7885
0,33,0.002,49.1072,1.1450,0.7949
0,34,0.002,50.0543,1.1055,0.7910
0,35,0.002,48.9022,1.1178,0.7948
0,36,0.002,48.5397,1.0815,0.7975
0,37,0.002,47.1434,1.0408,0.8024
0,38,0.002,47.5687,1.0890,0.7997
0,39,0.002,46.1864,1.1070,0.8055
0,40,0.002,46.0275,1.0412,0.8068
0,41,0.002,44.9601,1.0506,0.8121
0,42,0.002,45.0375,1.0679,0.8095
0,43,0.002,44.4423,1.0226,0.8132
0,44,0.002,44.5694,1.0229,0.8138
0,45,0.002,44.2119,1.0307,0.8125
0,46,0.002,43.6903,1.0203,0.8149
0,47,0.002,42.4523,1.0009,0.8204
0,48,0.002,42.8644,1.0204,0.8192
0,49,0.002,42.6549,1.0074,0.8201
0,50,0.002,42.0486,0.9787,0.8222
0,51,0.002,41.9949,0.9705,0.8221
0,52,0.002,41.4925,1.0126,0.8253
0,53,0.002,41.2062,0.9839,0.8249
0,54,0.002,41.0707,0.9830,0.8259
0,55,0.002,40.8318,0.9866,0.8253
0,56,0.002,40.6969,0.9821,0.8284
0,57,0.002,39.8523,0.9613,0.8308
0,58,0.002,40.1889,0.9678,0.8290
0,59,0.002,39.4546,0.9505,0.8318
0,60,0.002,38.7495,0.9163,0.8346
0,61,0.002,39.2127,0.9484,0.8342
0,62,0.002,39.0310,0.9494,0.8329
0,63,0.002,38.8565,0.9291,0.8344
0,64,0.002,38.3170,0.9451,0.8382
0,65,0.002,37.8333,0.9414,0.8389
0,66,0.002,38.1920,0.9315,0.8384
0,67,0.002,37.4629,0.9152,0.8400
0,68,0.002,37.9190,0.9214,0.8379
0,69,0.002,36.9541,0.9385,0.8414
0,70,0.002,36.6987,0.8937,0.8437
0,71,0.002,36.6244,0.9109,0.8433
0,72,0.002,36.4191,0.9019,0.8432
0,73,0.002,36.6218,0.9178,0.8430
0,74,0.002,36.7784,0.8976,0.8426
0,75,0.002,36.4126,0.9169,0.8452
0,76,0.002,35.7554,0.9087,0.8473
0,77,0.002,35.7212,0.9012,0.8476
0,78,0.002,35.2647,0.9008,0.8485
0,79,0.002,34.9824,0.9036,0.8506
0,80,0.002,35.5410,0.8904,0.8479
0,81,0.002,35.5269,0.8880,0.8491
0,82,0.002,34.5651,0.8885,0.8523
0,83,0.002,34.5460,0.8694,0.8512
0,84,0.002,34.8031,0.8782,0.8497
0,85,0.002,34.6265,0.8624,0.8519
0,86,0.002,34.3407,0.8585,0.8517
0,87,0.002,34.4988,0.8911,0.8521
0,88,0.002,33.8287,0.8647,0.8544
0,89,0.002,33.9988,0.8643,0.8541
0,90,0.002,33.8226,0.9061,0.8549
0,91,0.002,33.5911,0.8575,0.8562
0,92,0.002,33.4366,0.8687,0.8560
0,93,0.002,33.1223,0.8355,0.8574
0,94,0.002,33.1714,0.8570,0.8579
0,95,0.002,33.2030,0.8531,0.8574
0,96,0.002,32.9069,0.8333,0.8579
0,97,0.002,33.2060,0.8512,0.8573
0,98,0.002,33.0500,0.8320,0.8577
0,99,0.002,32.9986,0.8260,0.8581
0,100,0.002,32.9654,0.8564,0.8576
0,101,0.002,32.0751,0.8261,0.8626
0,102,0.002,32.7031,0.8181,0.8588
0,103,0.002,32.1530,0.8488,0.8612
0,104,0.002,32.2239,0.8147,0.8614
0,105,0.002,32.3501,0.8540,0.8601
0,106,0.002,32.1067,0.8324,0.8613
0,107,0.002,31.6546,0.8214,0.8625
0,108,0.002,32.1991,0.8385,0.8598
0,109,0.002,31.8449,0.8282,0.8629
0,110,0.002,31.6617,0.8198,0.8644
0,111,0.002,31.8047,0.8413,0.8627
0,112,0.002,31.0773,0.8147,0.8672
0,113,0.002,32.0679,0.8304,0.8614
0,114,0.002,31.3858,0.8263,0.8650
0,115,0.002,31.3095,0.8110,0.8640
0,116,0.002,31.4312,0.8242,0.8645
0,117,0.002,31.4930,0.8130,0.8646
0,118,0.002,30.7613,0.8143,0.8680
0,119,0.002,31.3225,0.8203,0.8649
0,120,0.002,31.0508,0.8205,0.8665
0,121,0.002,31.4869,0.8230,0.8642
0,122,0.002,30.8659,0.8112,0.8669
0,123,0.002,30.7705,0.7890,0.8684
0,124,0.002,30.2023,0.8020,0.8706
0,125,0.002,30.8612,0.7904,0.8668
0,126,0.002,30.6039,0.8188,0.8693
0,127,0.002,29.9964,0.8055,0.8699
0,128,0.002,30.0534,0.7958,0.8708
0,129,0.002,29.7844,0.8028,0.8702
0,130,0.002,30.3022,0.7701,0.8684
0,131,0.002,29.8959,0.7763,0.8715
0,132,0.002,29.5241,0.7879,0.8718
0,133,0.002,29.7127,0.8011,0.8718
0,134,0.002,30.3272,0.7821,0.8679
0,135,0.002,29.5206,0.7862,0.8727
0,136,0.002,29.8518,0.7800,0.8700
0,137,0.002,29.5548,0.8041,0.8715
0,138,0.002,29.5063,0.7857,0.8701
0,139,0.002,29.2079,0.7909,0.8730
0,140,0.002,29.1463,0.7716,0.8728
0,141,0.002,29.3686,0.7955,0.8729
0,142,0.002,29.1058,0.7667,0.8736
0,143,0.002,29.2881,0.7703,0.8726
0,144,0.002,28.5371,0.7703,0.8765
0,145,0.002,29.0111,0.7642,0.8740
0,146,0.002,29.2512,0.8003,0.8726
0,147,0.002,29.2450,0.7845,0.8730
0,148,0.002,29.1142,0.7598,0.8745
0,149,0.002,28.4757,0.7655,0.8766
0,150,0.002,28.4657,0.7880,0.8767
0,151,0.002,28.3939,0.7579,0.8765
0,152,0.002,28.6219,0.7809,0.8758
0,153,0.002,28.6427,0.7639,0.8759
0,154,0.002,28.7247,0.7679,0.8737
0,155,0.002,28.5665,0.7540,0.8746
0,156,0.001,28.5379,0.7661,0.8739
0,157,0.001,27.6989,0.7787,0.8794
0,158,0.001,27.9597,0.7542,0.8777
0,159,0.001,28.0092,0.7683,0.8787
0,160,0.001,27.8740,0.7576,0.8790
0,161,0.001,27.7362,0.7671,0.8786
0,162,0.001,27.6688,0.7682,0.8810
0,163,0.001,27.6486,0.7544,0.8800
0,164,0.001,27.1978,0.7500,0.8817
0,165,0.001,26.8414,0.7606,0.8836
0,166,0.001,27.0803,0.7505,0.8822
0,167,0.001,27.2395,0.7583,0.8826
0,168,0.001,27.7158,0.7547,0.8798
0,169,0.001,27.2303,0.7672,0.8818
0,170,0.001,27.1983,0.7465,0.8822
0,171,0.001,26.8492,0.7513,0.8834
0,172,0.001,27.5557,0.7535,0.8800
0,173,0.001,27.4512,0.7549,0.8806
0,174,0.001,27.6240,0.7794,0.8798
0,175,0.001,26.3278,0.7340,0.8852
0,176,0.001,27.1225,0.7376,0.8822
0,177,0.001,27.1087,0.7478,0.8819
0,178,0.001,26.7556,0.7392,0.8835
0,179,0.001,26.5837,0.7457,0.8849
0,180,0.001,26.9740,0.7426,0.8822
0,181,0.001,26.7388,0.7475,0.8829
0,182,0.001,27.3515,0.7369,0.8814
0,183,0.001,26.9764,0.7423,0.8826
0,184,0.001,26.9174,0.7402,0.8824
0,185,0.001,26.8035,0.7449,0.8827
0,186,0.001,26.5572,0.7300,0.8845
0,187,0.0005,26.6914,0.7318,0.8838
0,188,0.0005,26.8326,0.7298,0.8814
0,189,0.0005,26.6462,0.7366,0.8842
0,190,0.0005,26.3546,0.7466,0.8863
0,191,0.0005,26.4142,0.7348,0.8845
0,192,0.0005,26.3126,0.7341,0.8852
0,193,0.0005,26.6514,0.7356,0.8830
0,194,0.0005,26.3712,0.7222,0.8844
0,195,0.0005,25.9582,0.7400,0.8868
0,196,0.0005,25.9731,0.7315,0.8871
0,197,0.0005,25.8714,0.7315,0.8882
0,198,0.0005,25.9992,0.7272,0.8871
0,199,0.00025,26.2501,0.7421,0.8855
1,0,0.002,57.2121,1.1306,0.7735
1,1,0.002,47.7090,0.9929,0.8041
1,2,0.002,44.2101,0.9577,0.8171
1,3,0.002,41.8788,0.9198,0.8271
1,4,0.002,40.4360,0.9265,0.8313
1,5,0.002,39.6243,0.8890,0.8361
1,6,0.002,39.0742,0.9024,0.8379
1,7,0.002,38.3660,0.8577,0.8418
1,8,0.002,39.0455,0.8646,0.8388
1,9,0.002,37.6996,0.8666,0.8427
1,10,0.002,37.0267,0.8702,0.8461
1,11,0.002,36.7664,0.8239,0.8467
1,12,0.002,35.7386,0.8411,0.8512
1,13,0.002,35.7219,0.8267,0.8522
1,14,0.002,35.0459,0.8294,0.8551
1,15,0.002,35.5356,0.8313,0.8523
1,16,0.002,35.3585,0.7957,0.8530
1,17,0.002,34.8604,0.8409,0.8546
1,18,0.002,34.3786,0.8171,0.8574
1,19,0.002,34.4718,0.7889,0.8568
1,20,0.002,34.1781,0.8138,0.8582
1,21,0.002,33.9930,0.8098,0.8591
1,22,0.002,33.5370,0.7764,0.8614
1,23,0.002,33.3518,0.8003,0.8622
