training_exp,epoch,lr,Loss_Epoch,Time_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,254.9978,1.5621,3.3112,-0.0493
0,1,0.002,183.2283,0.6344,3.6572,0.2241
0,2,0.002,159.7621,0.6588,3.4784,0.3299
0,3,0.002,143.8807,0.5377,3.5528,0.4044
0,4,0.002,130.3670,0.6328,2.8784,0.4622
0,5,0.002,120.1660,0.6283,2.5419,0.5076
0,6,0.002,111.0639,0.4499,2.2590,0.5475
0,7,0.002,105.3485,0.4866,2.0527,0.5693
0,8,0.002,98.3352,0.5713,1.9748,0.5999
0,9,0.002,94.0647,0.5255,1.8541,0.6150
0,10,0.002,89.0877,0.3926,1.7787,0.6388
0,11,0.002,85.4090,0.3677,1.6877,0.6518
0,12,0.002,81.1965,0.5393,1.6349,0.6685
0,13,0.002,77.6172,0.5377,1.5609,0.6839
0,14,0.002,74.7133,0.3923,1.5542,0.6960
0,15,0.002,71.7016,0.4251,1.4989,0.7079
0,16,0.002,69.7703,0.5436,1.4623,0.7153
0,17,0.002,67.3278,0.5273,1.4178,0.7235
0,18,0.002,65.1222,0.3710,1.3699,0.7336
0,19,0.002,63.6387,0.4101,1.3316,0.7391
0,20,0.002,60.9686,0.5386,1.3121,0.7493
0,21,0.002,60.2471,0.5509,1.3006,0.7511
0,22,0.002,58.7260,0.3925,1.2545,0.7580
0,23,0.002,57.5639,0.4412,1.2252,0.7630
0,24,0.002,56.0684,0.6086,1.2201,0.7676
0,25,0.002,54.6283,0.5774,1.2187,0.7740
0,26,0.002,54.5108,0.4176,1.1708,0.7752
0,27,0.002,52.3576,0.3923,1.1643,0.7835
0,28,0.002,51.8327,0.5173,1.1336,0.7819
0,29,0.002,51.1409,0.5202,1.1323,0.7866
0,30,0.002,50.8260,0.4042,1.1232,0.7865
0,31,0.002,49.6856,0.4016,1.1393,0.7924
0,32,0.002,49.1411,0.5779,1.1014,0.7938
0,33,0.002,48.1407,0.5330,1.0660,0.7981
0,34,0.002,48.1059,0.4576,1.0835,0.7988
0,35,0.002,47.8145,0.4508,1.0593,0.7980
0,36,0.002,47.1726,0.5743,1.0880,0.8006
0,37,0.002,46.0535,0.5741,1.0437,0.8052
0,38,0.002,44.9059,0.3921,1.0514,0.8105
0,39,0.002,45.3920,0.4371,1.0473,0.8088
0,40,0.002,45.3872,0.5542,1.0064,0.8086
0,41,0.002,44.7414,0.5512,1.0316,0.8108
0,42,0.002,44.3914,0.4416,0.9992,0.8127
0,43,0.002,43.1768,0.4149,1.0294,0.8177
0,44,0.002,43.5029,0.5739,1.0180,0.8144
0,45,0.002,42.2750,0.5740,0.9818,0.8205
0,46,0.002,42.2809,0.4175,1.0118,0.8206
0,47,0.002,41.8838,0.4377,0.9938,0.8208
0,48,0.002,42.0582,0.6525,0.9692,0.8216
0,49,0.002,41.6708,0.5819,0.9977,0.8232
0,50,0.002,41.0870,0.4347,0.9981,0.8261
0,51,0.002,41.1610,0.4263,0.9791,0.8254
0,52,0.002,40.8662,0.6195,0.9625,0.8267
0,53,0.002,40.4259,0.6225,0.9504,0.8272
0,54,0.002,39.4653,0.4401,0.9625,0.8335
0,55,0.002,39.5719,0.4527,0.9536,0.8325
0,56,0.002,39.5839,0.6078,0.9379,0.8312
0,57,0.002,39.0420,0.5486,0.9520,0.8337
0,58,0.002,39.1988,0.4872,0.9455,0.8336
0,59,0.002,38.8308,0.4655,0.9590,0.8338
0,60,0.002,38.9900,0.6799,0.9496,0.8337
0,61,0.002,38.7150,0.6788,0.9453,0.8359
0,62,0.002,37.8179,0.4148,0.9215,0.8389
0,63,0.002,38.2336,0.4675,0.9135,0.8365
0,64,0.002,37.2329,0.5881,0.9034,0.8401
0,65,0.002,37.8186,0.5578,0.8950,0.8383
0,66,0.002,36.7191,0.4711,0.9407,0.8430
0,67,0.002,37.0951,0.4276,0.9381,0.8410
0,68,0.002,36.9050,0.5478,0.9233,0.8427
0,69,0.002,36.2957,0.5706,0.8745,0.8445
0,70,0.002,36.4164,0.4303,0.8996,0.8457
0,71,0.002,36.1405,0.4302,0.9147,0.8452
0,72,0.002,36.6556,0.6494,0.9106,0.8441
0,73,0.002,36.3355,0.5369,0.9030,0.8444
0,74,0.002,35.5587,0.4905,0.8809,0.8487
0,75,0.002,34.7833,0.4660,0.8826,0.8513
0,76,0.002,35.5708,0.5903,0.8695,0.8487
0,77,0.002,35.0499,0.5944,0.8948,0.8505
0,78,0.002,34.9377,0.5730,0.8678,0.8515
0,79,0.002,34.4580,0.5371,0.8652,0.8532
0,80,0.002,34.8402,0.6281,0.8814,0.8515
