training_exp,epoch,Loss_Epoch,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,314.8876,0.0,3.7077,0.2604
0,1,200.0622,0.0,2.4745,0.5229
0,2,156.4843,0.0,1.2844,0.6509
0,3,143.2496,0.0,1.7362,0.6796
0,4,125.4656,0.0,1.1892,0.7361
0,5,115.9220,0.0,1.3370,0.7417
0,6,110.0764,0.0,1.3467,0.7663
0,7,100.4324,0.0,1.1489,0.7659
0,8,103.7174,0.0,1.5312,0.7808
0,9,100.0729,0.0,1.1162,0.7715
0,10,95.7276,0.0,1.3963,0.7922
0,11,103.7945,0.0,1.2054,0.7776
0,12,96.3259,0.0,1.2017,0.7409
0,13,91.3905,0.0,1.3730,0.7966
0,14,109.3040,0.0,1.2710,0.7682
0,15,104.5592,0.0,1.5322,0.7603
0,16,87.1283,0.0,1.1091,0.8127
0,17,90.9051,0.0,1.4216,0.7732
0,18,88.2950,0.0,1.0965,0.7986
0,19,124.7366,0.0,1.1868,0.5476
0,20,97.3155,0.0,1.3561,0.7905
0,21,90.6362,0.0,1.0548,0.7561
0,22,86.8870,0.0,1.4983,0.6963
0,23,88.7292,0.0,1.0651,0.7739
0,24,88.6832,0.0,1.3735,-0.1774
0,25,110.7530,0.0,1.1520,0.7524
0,26,98.0197,0.0,1.2117,0.7676
0,27,111.5402,0.0,1.0266,0.7531
0,28,97.4870,0.0,1.7774,0.7430
0,29,104.2451,0.0,1.0441,0.6599
0,30,92.3182,0.0,1.0973,0.7946
0,31,84.5377,0.0,1.2744,0.8233
0,32,77.4873,0.0,1.0837,0.8343
0,33,79.6700,0.0,1.2821,0.8276
0,34,78.0754,0.0,1.5107,0.8396
0,35,80.1085,0.0,1.3584,0.8197
0,36,86.0056,0.0,1.1981,0.7948
0,37,78.9952,0.0,1.0500,0.8209
0,38,77.9809,0.0,1.1035,0.8236
0,39,71.6617,0.0,1.0102,0.8521
0,40,71.3827,0.0,1.1163,0.8320
0,41,73.5313,0.0,1.1005,0.8064
0,42,71.6057,0.0,1.1775,0.8423
0,43,72.1143,0.0,1.0502,0.8517
0,44,70.8764,0.0,0.9819,0.8526
0,45,68.7803,0.0,1.2330,0.8371
0,46,78.9939,0.0,1.0612,0.5577
0,47,82.1041,0.0,1.2368,0.8286
0,48,70.5374,0.0,1.2343,0.7856
0,49,70.7140,0.0,1.2385,0.8114
0,50,72.0943,0.0,1.0632,0.8096
0,51,76.5624,0.0,0.9867,0.8240
0,52,115.2015,0.0,1.6043,0.7418
0,53,85.3000,0.0,0.9187,0.8215
0,54,85.8524,0.0,1.0024,0.8134
0,55,76.4672,0.0,1.1470,0.7778
0,56,71.8254,0.0,1.1333,0.8149
0,57,69.7797,0.0,1.1686,0.8483
0,58,74.3551,0.0,1.0885,0.7183
0,59,75.4309,0.0,1.0182,0.8316
0,60,68.8412,0.0,1.1892,0.8531
0,61,70.7462,0.0,1.3781,0.8271
0,62,71.4667,0.0,1.1031,0.7893
0,63,69.2949,0.0,1.1807,0.6505
0,64,77.6094,0.0,1.3347,0.8285
0,65,72.8807,0.0,1.1809,0.8444
0,66,71.2807,0.0,1.1697,0.8029
0,67,71.5954,0.0,0.9527,0.8225
0,68,71.5568,0.0,1.3300,0.8307
0,69,74.6238,0.0,1.3224,0.8412
0,70,70.9848,0.0,1.4000,0.8515
0,71,68.2914,0.0,1.2057,0.8429
0,72,65.7601,0.0,1.3176,0.8599
0,73,64.8092,0.0,1.1114,0.8599
0,74,63.2596,0.0,1.0490,0.8241
0,75,64.6477,0.0,1.1926,0.5027
0,76,63.2849,0.0,1.1773,0.8607
0,77,61.6227,0.0,1.1353,0.2811
0,78,67.3230,0.0,1.0757,0.8515
0,79,64.7234,0.0,1.1031,0.7670
0,80,65.5823,0.0,1.0719,0.8577
0,81,63.4302,0.0,1.0880,0.8695
0,82,64.4714,0.0,1.1072,0.8570
0,83,65.7482,0.0,1.1918,0.8319
0,84,66.3551,0.0,1.0844,0.8602
0,85,58.2228,0.0,1.0557,0.8721
0,86,62.7744,0.0,1.0814,0.8245
0,87,63.2476,0.0,1.0620,0.8655
0,88,70.2735,0.0,1.0903,0.8492
0,89,61.4611,0.0,1.0493,0.8695
0,90,63.0180,0.0,1.0853,0.8687
0,91,63.9841,0.0,1.0663,0.8397
0,92,63.8213,0.0,1.1384,0.7625
0,93,63.3466,0.0,1.0753,0.8649
0,94,61.9446,0.0,1.1005,0.8553
0,95,61.3462,0.0,1.1178,0.8513
0,96,64.9130,0.0,1.1244,0.8637
0,97,62.7434,0.0,1.1375,0.8643
0,98,62.8167,0.0,1.1490,0.8211
0,99,62.7139,0.0,1.1027,0.8361
0,100,61.3227,0.0,1.0820,0.8678
0,101,63.5732,0.0,1.1584,0.8674
0,102,63.0998,0.0,1.0667,0.8572
0,103,62.3632,0.0,1.2062,0.8655
0,104,59.4841,0.0,1.0602,0.8561
0,105,61.3890,0.0,1.1080,0.8713
0,106,60.6276,0.0,1.0511,0.8704
0,107,61.3200,0.0,1.2143,0.8508
0,108,63.4420,0.0,1.1570,0.8648
