training_exp,epoch,Loss_Epoch,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,325.7490,0.0,4.7124,0.1119
0,1,206.1794,0.0,1.9418,0.5320
0,2,175.3431,0.0,1.4966,0.6339
0,3,151.2791,0.0,1.3784,0.6362
0,4,173.9220,0.0,1.5548,0.6126
0,5,138.8949,0.0,1.5198,0.7124
0,6,130.9275,0.0,1.3751,0.6506
0,7,120.7721,0.0,1.5116,0.7096
0,8,118.8581,0.0,1.4810,0.7290
0,9,103.0172,0.0,1.2505,0.7590
0,10,100.7329,0.0,1.1949,0.7701
0,11,95.1924,0.0,1.2594,0.7404
0,12,88.3390,0.0,1.1425,0.7153
0,13,90.2391,0.0,1.2989,0.6979
0,14,93.3282,0.0,1.2910,0.7826
0,15,88.9336,0.0,1.4589,0.7854
0,16,92.4143,0.0,1.0858,0.8012
0,17,96.2080,0.0,1.0852,0.7936
0,18,90.1955,0.0,1.3008,0.7874
0,19,81.6953,0.0,1.3039,0.8217
0,20,81.4095,0.0,1.0204,0.6289
0,21,85.3651,0.0,1.3869,0.8105
0,22,94.5219,0.0,1.0816,0.7951
0,23,98.7646,0.0,1.2490,0.7599
0,24,91.2531,0.0,1.2637,0.3990
0,25,84.3487,0.0,1.0838,0.8110
0,26,85.8117,0.0,1.0530,0.8108
0,27,94.7260,0.0,1.4444,-0.0524
0,28,83.6821,0.0,1.1899,0.8113
0,29,81.4796,0.0,1.1409,0.8309
0,30,74.9664,0.0,1.1557,0.8009
0,31,81.3311,0.0,1.1568,0.8091
0,32,90.6659,0.0,1.1145,0.8051
0,33,82.9177,0.0,2.7114,0.7918
0,34,76.9836,0.0,1.3260,0.8361
0,35,75.8433,0.0,1.2639,0.8434
0,36,74.2181,0.0,1.1159,0.8298
0,37,103.2740,0.0,1.3834,0.7430
0,38,82.0695,0.0,1.0540,0.8229
0,39,81.4418,0.0,1.4419,0.8293
0,40,82.8688,0.0,1.1453,0.8137
0,41,78.3955,0.0,1.1425,0.8394
