training_exp,epoch,lr,Loss_Epoch,Time_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,0.002,253.0850,1.4925,3.2865,-0.0332
0,1,0.002,181.0614,1.1631,3.6781,0.2342
0,2,0.002,157.6014,1.2261,3.5490,0.3336
0,3,0.002,142.8495,0.9945,3.5120,0.4065
0,4,0.002,130.1205,0.9032,2.8546,0.4658
0,5,0.002,119.4871,1.2286,2.5798,0.5113
0,6,0.002,110.8238,1.3436,2.3093,0.5484
0,7,0.002,104.2946,1.0275,2.1362,0.5749
0,8,0.002,99.6104,1.0795,2.0327,0.5921
0,9,0.002,94.5021,1.0854,1.8741,0.6134
0,10,0.002,91.3060,1.2119,1.8468,0.6263
0,11,0.002,85.6920,0.9415,1.7434,0.6515
0,12,0.002,82.4065,0.9586,1.6888,0.6656
0,13,0.002,78.7246,1.2785,1.6113,0.6807
0,14,0.002,75.6052,1.2338,1.5709,0.6929
0,15,0.002,72.3548,1.0278,1.5477,0.7070
0,16,0.002,70.3517,1.0155,1.4950,0.7125
0,17,0.002,67.2290,1.2583,1.4515,0.7269
0,18,0.002,65.4266,1.2194,1.3841,0.7339
0,19,0.002,63.1215,0.9937,1.3584,0.7418
0,20,0.002,61.4603,1.0198,1.3000,0.7478
0,21,0.002,60.3499,1.2075,1.3093,0.7528
0,22,0.002,59.3185,1.2118,1.2994,0.7556
0,23,0.002,56.9317,0.9726,1.2277,0.7652
0,24,0.002,56.1506,0.9919,1.2565,0.7670
0,25,0.002,55.2891,1.1967,1.2433,0.7713
0,26,0.002,53.5742,1.2751,1.1868,0.7784
0,27,0.002,52.9451,1.0296,1.1925,0.7818
0,28,0.002,52.4029,1.0173,1.1642,0.7811
0,29,0.002,52.3083,1.2601,1.1394,0.7832
0,30,0.002,50.6994,1.3032,1.1625,0.7878
0,31,0.002,49.8412,1.0547,1.1079,0.7922
0,32,0.002,50.1265,1.2257,1.1067,0.7890
0,33,0.002,47.9111,1.2926,1.0979,0.7981
0,34,0.002,47.5260,1.5579,1.0781,0.8013
0,35,0.002,47.5611,1.1380,1.0683,0.8007
0,36,0.002,47.1480,0.9564,1.1019,0.8018
0,37,0.002,46.2966,1.1018,1.0484,0.8040
0,38,0.002,45.6202,1.3562,1.0460,0.8084
0,39,0.002,45.3593,1.0039,1.0399,0.8096
0,40,0.002,44.8241,1.0688,1.0359,0.8092
0,41,0.002,44.2614,1.2381,1.0519,0.8135
0,42,0.002,44.5285,1.3660,1.0202,0.8108
0,43,0.002,43.7532,0.9448,1.0269,0.8169
0,44,0.002,42.9302,0.4809,1.0129,0.8184
0,45,0.002,43.7710,0.5320,1.0207,0.8151
0,46,0.002,43.0602,0.5645,1.0082,0.8193
0,47,0.002,43.1067,0.4263,0.9911,0.8169
0,48,0.002,41.9840,0.4733,1.0246,0.8219
0,49,0.002,42.1447,0.5523,1.0042,0.8207
0,50,0.002,41.5795,0.5577,0.9663,0.8229
0,51,0.002,40.9895,0.4425,1.0174,0.8269
0,52,0.002,40.4531,0.4144,0.9914,0.8289
0,53,0.002,40.6613,0.5521,0.9942,0.8279
0,54,0.002,40.2348,0.5378,0.9734,0.8282
0,55,0.002,39.7448,0.4118,0.9555,0.8299
0,56,0.002,39.1974,0.4650,0.9608,0.8328
0,57,0.002,39.7849,0.5879,0.9656,0.8297
0,58,0.002,39.1816,0.5496,0.9388,0.8328
0,59,0.002,38.6823,0.3862,0.9492,0.8348
0,60,0.002,38.7356,0.4244,0.9467,0.8345
0,61,0.002,37.8863,0.6021,0.9186,0.8383
0,62,0.002,37.8303,0.5276,0.9405,0.8401
0,63,0.002,38.3203,0.4116,0.9403,0.8368
0,64,0.002,38.0322,0.4761,0.9414,0.8380
0,65,0.002,37.6150,0.5967,0.9301,0.8395
0,66,0.002,37.1753,0.5543,0.8964,0.8420
0,67,0.002,37.0293,0.4232,0.9243,0.8413
0,68,0.002,37.0603,0.4793,0.9132,0.8412
0,69,0.002,36.6530,0.6031,0.9115,0.8435
0,70,0.002,37.0929,0.5895,0.9061,0.8406
0,71,0.002,36.2128,0.4252,0.9033,0.8451
0,72,0.002,36.2268,0.4537,0.8909,0.8448
0,73,0.002,36.7126,0.5541,0.9231,0.8429
