eval_exp,training_exp,Loss_Exp,Time_Exp,RelativeDistance_Exp,R2Score_Exp,Forgetting_Exp,BWT_Exp
0.0,0.0,25.458076,0.58735,0.51932496,0.88899994,0.0,0.0
1.0,0.0,65.69853,0.56315,0.86862504,0.7428,0.0,0.0
2.0,0.0,57.9498,0.55285,0.757325,0.76267505,0.0,0.0
3.0,0.0,63.743874,0.51255,0.9613,0.7533,0.0,0.0
4.0,0.0,83.00942,0.22115,0.911175,0.68815005,0.0,0.0
5.0,0.0,77.85058,0.21260001,0.8216,0.732,0.0,0.0
6.0,0.0,69.27853,0.346275,1.016675,0.76025,0.0,0.0
7.0,0.0,91.9352,0.323325,0.93509996,0.7028,0.0,0.0
8.0,0.0,75.82742,0.073275,0.781525,0.78927505,0.0,0.0
9.0,0.0,66.10507,0.049175,0.9576,0.7829,0.0,0.0
0.0,1.0,33.199524,0.349575,0.668025,0.85685,0.03215,-0.03215
1.0,1.0,47.27117,0.3739,1.024425,0.8064,0.0,0.0
2.0,1.0,47.601498,0.311075,0.8509251,0.799625,0.0,0.0
3.0,1.0,52.829124,0.37609997,1.06505,0.791625,0.0,0.0
4.0,1.0,68.882576,0.151375,1.0393,0.730675,0.0,0.0
5.0,1.0,59.532272,0.12872499,0.89715,0.787625,0.0,0.0
6.0,1.0,54.44523,0.17537501,1.0987251,0.80354995,0.0,0.0
7.0,1.0,73.977844,0.147,1.047275,0.75825,0.0,0.0
8.0,1.0,61.022552,0.0466,0.80217505,0.818875,0.0,0.0
9.0,1.0,52.404827,0.026375,1.170625,0.8182,0.0,0.0
0.0,2.0,35.74395,0.51515,0.716675,0.84807503,0.04095,-0.04095
1.0,2.0,46.564625,0.56745,1.1103251,0.8096,-0.0031750002,0.0031750002
2.0,2.0,37.73915,0.5459,0.953725,0.8407,0.0,0.0
3.0,2.0,48.810028,0.310925,1.19325,0.806175,0.0,0.0
4.0,2.0,60.492725,0.313025,1.1598,0.759375,0.0,0.0
5.0,2.0,52.97105,0.2006,1.018375,0.80815,0.0,0.0
