training_exp,epoch,Loss_Epoch,Loss_Epoch,RelativeDistance_Epoch,R2Score_Epoch
0,0,295.9085,0.0,3.6275,0.3269
0,1,190.8720,0.0,2.0366,0.5613
0,2,164.8165,0.0,1.3919,0.6232
0,3,142.2801,0.0,1.6334,0.6821
0,4,136.1315,0.0,1.2944,0.3046
0,5,120.2321,0.0,1.3413,0.7517
0,6,110.5468,0.0,1.5653,0.7375
0,7,113.1279,0.0,1.4088,0.7461
0,8,105.7414,0.0,1.4181,0.7605
0,9,117.9443,0.0,1.4741,0.6526
0,10,110.6322,0.0,1.3392,0.7577
0,11,95.5259,0.0,1.3686,0.7743
0,12,94.1200,0.0,1.3172,0.8018
0,13,92.5725,0.0,1.3640,0.7900
0,14,92.6090,0.0,1.1982,0.8090
0,15,92.0566,0.0,1.4955,0.8078
0,16,84.9601,0.0,1.0786,0.8179
0,17,88.3638,0.0,1.2486,0.8147
0,18,86.4218,0.0,1.2520,0.8054
0,19,94.7252,0.0,1.0336,0.7927
0,20,86.8562,0.0,1.5521,0.8003
0,21,96.4161,0.0,1.6463,0.2729
0,22,95.0565,0.0,1.0977,0.7895
0,23,89.1609,0.0,1.4378,0.7695
0,24,105.0383,0.0,1.0526,0.6931
0,25,89.7467,0.0,1.2196,0.8130
0,26,86.0848,0.0,1.3206,0.7776
0,27,84.5242,0.0,1.0715,0.8143
0,28,91.1614,0.0,1.3245,-3.6794
0,29,89.8867,0.0,1.2443,0.8021
0,30,92.8692,0.0,1.1120,0.7978
0,31,102.8981,0.0,1.1591,0.7082
0,32,84.9096,0.0,1.4065,0.7961
0,33,82.6765,0.0,1.1325,0.7794
0,34,100.4461,0.0,1.0367,0.7333
0,35,94.9610,0.0,1.4095,0.8003
0,36,80.0337,0.0,1.1052,0.7814
0,37,81.4431,0.0,1.3384,0.7773
0,38,81.5066,0.0,1.5377,0.8226
0,39,84.5954,0.0,1.1148,0.6348
0,40,80.1147,0.0,1.1674,0.7224
0,41,76.9730,0.0,1.3397,0.8299
0,42,76.9603,0.0,1.0307,0.7980
0,43,74.5500,0.0,1.2580,0.8282
0,44,77.9492,0.0,1.1297,0.8294
0,45,75.2638,0.0,1.0585,0.8064
0,46,85.4127,0.0,1.1722,0.7345
0,47,77.2599,0.0,1.1687,0.8300
0,48,75.4938,0.0,1.1242,0.8093
0,49,81.5773,0.0,1.4836,0.7542
0,50,78.6246,0.0,1.2740,0.8119
0,51,97.2288,0.0,1.2120,0.7536
0,52,83.8007,0.0,1.1759,0.7531
0,53,82.6392,0.0,1.0642,0.8295
0,54,79.5669,0.0,1.3399,0.7939
0,55,99.4489,0.0,1.0916,0.7709
0,56,86.6946,0.0,1.1105,0.8175
0,57,79.8078,0.0,1.1735,0.8259
0,58,74.7365,0.0,1.3560,0.8449
0,59,73.9505,0.0,1.2219,0.8467
0,60,71.0219,0.0,1.1085,0.5167
0,61,69.1415,0.0,1.1720,0.8257
0,62,68.3143,0.0,1.2058,0.8054
0,63,72.8721,0.0,1.1129,0.8333
0,64,92.1143,0.0,1.0067,0.7852
0,65,102.2413,0.0,2.9558,0.7672
0,66,93.0611,0.0,0.9366,0.8080
0,67,81.4712,0.0,1.3621,0.8236
0,68,80.0228,0.0,1.1550,0.8229
0,69,88.0109,0.0,1.2078,0.7712
0,70,78.8742,0.0,1.3205,0.8038
0,71,83.0641,0.0,1.1945,0.6603
0,72,99.9114,0.0,1.2042,0.7923
0,73,88.7285,0.0,1.1168,0.7628
0,74,80.5388,0.0,1.0915,0.8061
0,75,78.4631,0.0,1.1246,0.8176
0,76,78.0144,0.0,1.3346,0.7423
0,77,70.7047,0.0,1.1385,0.8538
0,78,73.8449,0.0,1.2506,0.8164
0,79,78.2856,0.0,1.2240,0.8104
0,80,69.8862,0.0,1.1455,0.8430
0,81,71.6958,0.0,1.3075,0.5158
0,82,78.1413,0.0,1.4645,0.7821
0,83,74.2675,0.0,1.3824,0.8016
0,84,72.1215,0.0,1.1115,0.8148
0,85,70.7886,0.0,1.1553,0.8544
0,86,70.0330,0.0,1.1112,0.8432
0,87,66.0158,0.0,1.1291,0.8603
0,88,68.1556,0.0,1.1425,0.8243
0,89,68.7627,0.0,1.2319,0.2403
0,90,69.8861,0.0,1.2243,0.8460
0,91,68.5643,0.0,1.1286,0.8333
0,92,68.7359,0.0,1.3403,0.8130
0,93,69.7411,0.0,1.1917,0.8556
0,94,66.2562,0.0,1.1270,0.8514
0,95,69.3494,0.0,1.1362,0.6663
0,96,68.9151,0.0,1.1510,0.8416
0,97,68.2502,0.0,1.1355,0.8287
0,98,66.8071,0.0,1.9811,0.8398
0,99,69.7054,0.0,1.1343,0.8250
0,100,67.6779,0.0,1.6218,0.8579
0,101,63.2541,0.0,1.1546,0.8314
0,102,65.7965,0.0,1.2661,0.8225
0,103,68.0147,0.0,1.1528,0.8569
0,104,70.6622,0.0,1.1327,0.8374
0,105,68.3906,0.0,1.1834,0.8221
0,106,68.1023,0.0,1.2619,0.8336
0,107,67.7231,0.0,1.1746,0.7646
0,108,68.1590,0.0,1.1128,0.8597
0,109,68.8735,0.0,1.1824,0.8475
0,110,65.0803,0.0,1.1307,0.7473
0,111,68.8537,0.0,1.1528,0.8299
0,112,69.0729,0.0,1.1353,0.8545
1,0,111.9731,0.0,2.2182,0.6801
1,1,91.5350,0.0,2.3084,0.7484
1,2,80.7591,0.0,2.3006,0.7727
1,3,78.5185,0.0,2.0582,0.7735
1,4,73.2857,0.0,2.1802,0.7971
1,5,73.9480,0.0,2.5368,0.7917
1,6,67.4648,0.0,2.1847,0.8015
1,7,67.4669,0.0,1.9052,0.8131
1,8,67.7460,0.0,2.0628,0.8118
1,9,70.1197,0.0,2.0288,0.8016
1,10,62.7333,0.0,2.0017,0.8228
1,11,66.5124,0.0,1.9025,0.8113
1,12,67.7572,0.0,1.9821,0.8122
1,13,66.6940,0.0,1.8554,0.8201
1,14,63.3549,0.0,1.7867,0.8182
1,15,68.0993,0.0,2.0070,0.8018
1,16,65.0638,0.0,1.7376,0.8233
1,17,60.2487,0.0,1.8628,0.8329
