eval_exp,training_exp,Loss_Exp,Time_Exp,RelativeDistance_Exp,R2Score_Exp,Forgetting_Exp,BWT_Exp
0.0,0.0,25.244724,0.3357,0.521875,0.8898,0.0,0.0
1.0,0.0,65.264175,0.574275,0.871875,0.745,0.0,0.0
2.0,0.0,56.9361,0.71327496,0.75909996,0.766775,0.0,0.0
3.0,0.0,62.4701,0.36092502,0.96582496,0.75752497,0.0,0.0
4.0,0.0,81.20107,0.25547498,0.91625,0.69502497,0.0,0.0
5.0,0.0,76.47617,0.22860001,0.82219994,0.7372,0.0,0.0
6.0,0.0,68.06055,0.305375,1.024075,0.763725,0.0,0.0
7.0,0.0,89.667305,0.28222498,0.947,0.7115,0.0,0.0
8.0,0.0,72.40785,0.083375,0.777525,0.800975,0.0,0.0
9.0,0.0,64.9,0.239175,0.96187496,0.7861,0.0,0.0
0.0,1.0,37.109726,0.21137501,0.7562,0.84295,0.046824995,-0.046824995
1.0,1.0,48.4154,0.2743,1.179225,0.80425,0.0,0.0
2.0,1.0,48.857624,0.345525,0.939425,0.7946,0.0,0.0
3.0,1.0,56.0211,0.20912501,1.2064,0.7786499,0.0,0.0
4.0,1.0,68.554276,0.10775,1.1914251,0.731375,0.0,0.0
5.0,1.0,60.40045,0.106225,1.004225,0.78234994,0.0,0.0
6.0,1.0,55.655647,0.1464,1.2545,0.799225,0.0,0.0
7.0,1.0,74.12175,0.21412499,1.19565,0.7597,0.0,0.0
8.0,1.0,61.215824,0.040075,0.865925,0.81142503,0.0,0.0
9.0,1.0,54.87715,0.023575,1.30195,0.80762494,0.0,0.0
0.0,2.0,37.5163,0.28535,0.787775,0.84105,0.0487,-0.0487
1.0,2.0,46.79045,0.3008,1.21985,0.809525,-0.005275,0.005275
2.0,2.0,38.217926,0.23292501,1.0352,0.837525,0.0,0.0
3.0,2.0,47.681526,0.25045002,1.3443751,0.80910003,0.0,0.0
4.0,2.0,58.136047,0.15990001,1.326725,0.767475,0.0,0.0
5.0,2.0,51.971703,0.09882501,1.137275,0.80852497,0.0,0.0
6.0,2.0,48.6985,0.17854999,1.43625,0.82035,0.0,0.0
7.0,2.0,64.610405,0.145725,1.331725,0.78487504,0.0,0.0
8.0,2.0,54.312,0.0459,0.978425,0.82787496,0.0,0.0
9.0,2.0,45.0531,0.0242,1.6552,0.84800005,0.0,0.0
0.0,3.0,39.49925,0.166025,0.80550003,0.833,0.056774996,-0.056774996
1.0,3.0,45.4029,0.363175,1.168625,0.81515,-0.0109,0.0109
2.0,3.0,39.659203,0.28565,1.038125,0.834125,0.0033500001,-0.0033500001
3.0,3.0,30.633022,0.19944999,1.395775,0.882125,0.0,0.0
